roi,ann_id,base_size,area,solidity,eccentricity,cover_A_click,cover_B_component_asis,cover_C_component_fixed,move_A_click,move_B_component_asis,move_C_component_fixed
459.tiff,22308,45,988,0.926,0.6766,0.9858,1.0,1.0,0.0,3.606,3.808
459.tiff,22309,41,1016,0.8294,0.4554,1.0,0.999,1.0,0.0,1.581,1.0
459.tiff,22310,51,591,0.7519,0.8467,1.0,1.0,1.0,0.0,3.0,2.55
459.tiff,22311,35,781,0.9331,0.5027,1.0,1.0,1.0,0.0,0.5,0.5
459.tiff,22315,47,1310,0.8376,0.7367,0.9473,0.9893,1.0,0.0,4.743,4.472
459.tiff,22316,51,1197,0.6923,0.7506,1.0,0.9783,1.0,0.0,6.021,5.5
459.tiff,22317,49,1526,0.8113,0.621,0.9633,1.0,1.0,0.0,4.031,3.64
459.tiff,22320,41,927,0.8795,0.482,0.9892,1.0,1.0,0.0,4.301,3.606
459.tiff,22321,31,568,0.8889,0.5209,0.9877,1.0,1.0,0.0,3.0,2.55
459.tiff,22323,33,593,0.8798,0.7608,0.9899,1.0,1.0,0.0,2.55,3.162
459.tiff,22325,47,1229,0.7793,0.5867,0.9479,0.9992,1.0,0.0,5.148,4.472
459.tiff,22326,51,1702,0.7384,0.399,1.0,0.9853,1.0,0.0,0.707,0.0
459.tiff,22328,43,935,0.8202,0.6763,0.9904,1.0,1.0,0.0,3.162,3.808
459.tiff,22331,39,956,0.93,0.5417,1.0,1.0,1.0,0.0,0.5,0.5
459.tiff,22332,49,1102,0.8151,0.6358,0.9973,1.0,1.0,0.0,1.118,1.5
459.tiff,22333,51,1405,0.6457,0.5902,1.0,0.9708,1.0,0.0,0.707,0.0
459.tiff,22339,43,732,0.5764,0.7612,0.8101,0.9686,1.0,0.0,7.826,7.632
459.tiff,22340,51,1596,0.6936,0.4804,1.0,0.9843,1.0,0.0,0.707,1.0
459.tiff,22341,37,786,0.8714,0.3342,0.9936,0.9975,1.0,0.0,2.693,2.5
459.tiff,22342,31,659,0.893,0.5735,0.9833,0.9954,1.0,0.0,3.202,2.5
459.tiff,22343,47,997,0.753,0.7655,0.997,1.0,1.0,0.0,2.062,1.803
459.tiff,22344,35,732,0.8592,0.538,0.9959,1.0,1.0,0.0,1.118,1.803
459.tiff,22346,39,896,0.8607,0.5546,0.9944,1.0,1.0,0.0,2.55,3.162
459.tiff,22350,43,1075,0.9212,0.4689,0.9851,1.0,1.0,0.0,2.55,3.0
459.tiff,22351,37,803,0.8992,0.6321,0.9664,1.0,1.0,0.0,4.472,5.148
459.tiff,22354,33,396,0.6781,0.7777,0.9798,0.9899,1.0,0.0,5.59,5.852
459.tiff,22356,31,610,0.8777,0.3465,1.0,1.0,1.0,0.0,0.5,0.5
459.tiff,22357,29,570,0.8865,0.2584,0.9579,1.0,1.0,0.0,2.5,2.693
459.tiff,22358,37,547,0.8851,0.7828,1.0,1.0,1.0,0.0,3.64,3.041
459.tiff,22361,41,1047,0.9041,0.5375,1.0,1.0,1.0,0.0,0.0,0.707
459.tiff,22362,45,1229,0.8829,0.4625,0.9943,1.0,1.0,0.0,3.162,3.536
459.tiff,22363,43,1035,0.8491,0.3716,0.9758,1.0,1.0,0.0,5.0,5.148
459.tiff,22364,39,616,0.8415,0.7971,0.987,1.0,1.0,0.0,2.693,3.041
459.tiff,22365,49,1222,0.7109,0.5831,0.991,1.0,1.0,0.0,0.707,1.414
459.tiff,22366,43,995,0.8089,0.551,0.9739,0.997,1.0,0.0,4.301,5.0
459.tiff,22371,51,1125,0.77,0.8335,1.0,0.992,1.0,0.0,4.528,4.0
459.tiff,22375,31,624,0.9272,0.5205,0.9904,0.9968,1.0,0.0,1.5,2.062
459.tiff,22380,33,660,0.8919,0.572,0.9803,0.9985,1.0,0.0,2.55,2.236
459.tiff,22382,29,486,0.8917,0.3789,0.9856,1.0,1.0,0.0,3.162,3.536
459.tiff,22384,47,1274,0.8316,0.6866,0.967,1.0,1.0,0.0,2.062,2.693
459.tiff,22385,49,1298,0.7152,0.434,0.9584,1.0,1.0,0.0,3.536,4.123
459.tiff,22386,41,988,0.8814,0.5151,0.9808,0.9919,1.0,0.0,1.581,2.0
459.tiff,22389,41,957,0.9097,0.6278,1.0,1.0,1.0,0.0,0.5,1.118
459.tiff,22390,37,727,0.7381,0.494,0.9697,1.0,1.0,0.0,4.0,3.536
459.tiff,22391,31,681,0.9178,0.514,0.9824,0.9927,1.0,0.0,3.041,3.5
459.tiff,22392,43,937,0.8684,0.6329,1.0,1.0,1.0,0.0,2.693,3.041
459.tiff,22394,43,951,0.8701,0.6,0.9947,0.9989,1.0,0.0,1.581,2.236
459.tiff,22395,39,900,0.8885,0.6938,0.9944,1.0,1.0,0.0,3.64,4.031
459.tiff,22397,51,1256,0.5347,0.6632,1.0,0.9825,1.0,0.0,0.707,0.0
459.tiff,22399,37,995,0.9494,0.3834,0.9628,0.997,1.0,0.0,3.808,4.472
459.tiff,22400,39,611,0.6967,0.7929,0.8347,0.9705,1.0,0.0,5.5,6.021
459.tiff,22401,39,957,0.902,0.3684,0.9467,0.9958,1.0,0.0,6.576,6.021
459.tiff,22402,43,920,0.8056,0.7622,0.975,1.0,1.0,0.0,5.025,4.5
459.tiff,22403,39,740,0.8186,0.6428,0.9189,0.9932,1.0,0.0,6.671,6.325
459.tiff,22404,37,612,0.7584,0.6595,0.9869,1.0,1.0,0.0,4.924,5.59
459.tiff,22406,51,1243,0.6726,0.4428,1.0,1.0,1.0,0.0,1.803,1.118
459.tiff,22407,43,828,0.7426,0.63,0.9589,1.0,1.0,0.0,4.123,4.743
459.tiff,22408,51,896,0.5845,0.8908,1.0,0.9665,1.0,0.0,3.041,3.5
459.tiff,22409,45,1096,0.8832,0.5169,0.9799,1.0,1.0,0.0,4.272,3.64
459.tiff,22410,51,1096,0.6432,0.4916,1.0,0.9918,1.0,0.0,4.528,5.0
459.tiff,22411,39,700,0.8663,0.7862,1.0,1.0,1.0,0.0,1.0,0.707
459.tiff,22412,37,673,0.8508,0.5542,0.997,1.0,1.0,0.0,2.062,1.5
459.tiff,22413,35,766,0.8886,0.4225,0.9974,1.0,1.0,0.0,2.0,2.55
459.tiff,22414,35,354,0.6795,0.8922,0.9718,1.0,1.0,0.0,2.55,3.162
459.tiff,22415,41,709,0.7424,0.7805,0.8843,1.0,1.0,0.0,6.708,6.519
459.tiff,22420,33,601,0.81,0.6032,0.9933,0.9983,1.0,0.0,2.5,2.5
459.tiff,22421,47,841,0.7867,0.7475,0.9941,0.9988,1.0,0.0,5.148,4.472
459.tiff,22424,37,778,0.8164,0.5626,0.9961,1.0,1.0,0.0,2.828,2.121
459.tiff,22425,33,570,0.8097,0.5889,0.9737,1.0,1.0,0.0,3.354,3.64
459.tiff,22430,45,834,0.7227,0.6427,0.9628,1.0,1.0,0.0,4.031,3.64
459.tiff,22431,51,1243,0.7897,0.5603,1.0,0.9968,1.0,0.0,0.5,0.5
459.tiff,22432,49,1813,0.8512,0.3827,0.9735,1.0,1.0,0.0,3.354,2.693
459.tiff,22433,45,898,0.809,0.7078,0.9844,1.0,1.0,0.0,2.5,3.041
459.tiff,22434,37,614,0.8309,0.726,0.8339,1.0,1.0,0.0,12.5,11.8
459.tiff,22435,39,701,0.8446,0.8001,0.9786,0.9957,1.0,0.0,2.5,3.202
459.tiff,22436,43,889,0.7299,0.6605,0.9438,1.0,1.0,0.0,6.325,6.042
459.tiff,22437,43,857,0.8193,0.7493,0.9382,0.9977,1.0,0.0,4.743,4.123
459.tiff,22438,43,1058,0.7332,0.4903,0.9943,0.9981,1.0,0.0,1.581,2.0
459.tiff,22439,41,934,0.7803,0.6121,0.9861,0.9979,1.0,0.0,3.041,3.5
459.tiff,22440,27,447,0.9313,0.463,0.9955,1.0,1.0,0.0,1.0,1.581
459.tiff,22441,33,652,0.8763,0.6072,1.0,1.0,1.0,0.0,0.0,0.707
459.tiff,22442,27,513,0.9144,0.2823,0.9903,0.9981,1.0,0.0,1.581,2.236
459.tiff,22443,43,815,0.8045,0.6775,0.9804,1.0,1.0,0.0,5.025,4.61
459.tiff,22444,37,860,0.8912,0.5543,0.9977,0.9965,1.0,0.0,1.581,2.0
459.tiff,22445,47,829,0.692,0.7783,0.9867,0.9964,1.0,0.0,2.693,2.5
459.tiff,22446,41,838,0.8784,0.3995,0.9976,1.0,1.0,0.0,1.581,2.236
459.tiff,22447,31,340,0.7113,0.8967,0.9529,0.9971,1.0,0.0,4.528,5.0
459.tiff,22448,41,915,0.7715,0.6803,0.8372,1.0,1.0,0.0,8.846,8.902
459.tiff,22449,37,691,0.8325,0.6967,0.9479,1.0,1.0,0.0,5.657,6.364
459.tiff,22453,47,809,0.7321,0.8568,1.0,0.9988,1.0,0.0,3.041,3.5
459.tiff,22454,45,986,0.8649,0.5447,1.0,1.0,1.0,0.0,0.5,1.118
459.tiff,22458,45,1243,0.8841,0.3956,0.9992,1.0,1.0,0.0,2.828,2.121
459.tiff,22459,51,992,0.7672,0.8918,1.0,0.995,1.0,0.0,2.062,1.5
459.tiff,22461,39,918,0.8547,0.3226,0.9935,1.0,1.0,0.0,3.606,2.915
459.tiff,22462,37,813,0.8002,0.6655,0.984,0.9975,1.0,0.0,4.031,4.5
459.tiff,22463,37,718,0.7804,0.7233,0.9638,0.9889,1.0,0.0,2.5,2.5
459.tiff,22464,45,861,0.7813,0.6147,0.9965,1.0,1.0,0.0,5.099,4.743
459.tiff,22466,35,650,0.8125,0.5592,0.9815,1.0,1.0,0.0,5.315,5.408
459.tiff,22469,35,614,0.7753,0.5425,0.9886,1.0,1.0,0.0,2.828,2.915
459.tiff,22470,35,582,0.6987,0.7489,0.9948,1.0,1.0,0.0,1.118,1.803
459.tiff,22473,43,777,0.6443,0.7553,0.9665,1.0,1.0,0.0,4.717,5.408
459.tiff,22474,51,1541,0.7303,0.6493,1.0,0.9929,1.0,0.0,3.536,3.0
459.tiff,22475,51,1543,0.7777,0.4708,1.0,0.9981,1.0,0.0,0.5,0.5
459.tiff,22479,51,1075,0.6681,0.698,1.0,0.9823,1.0,0.0,1.118,0.5
459.tiff,22480,45,967,0.7342,0.8195,0.9266,1.0,1.0,0.0,5.701,5.0
459.tiff,22481,37,828,0.918,0.5704,0.9807,1.0,1.0,0.0,4.243,3.536
459.tiff,22482,37,476,0.6979,0.8561,0.9706,0.9958,1.0,0.0,4.717,4.031
459.tiff,22485,43,1132,0.8762,0.451,0.9973,1.0,1.0,0.0,2.5,1.803
459.tiff,22487,37,604,0.8129,0.7695,0.995,1.0,1.0,0.0,4.743,5.099
459.tiff,22488,45,1034,0.7151,0.6222,0.94,1.0,1.0,0.0,5.59,5.408
459.tiff,22489,45,944,0.7234,0.5169,0.9905,0.9979,1.0,0.0,2.55,2.236
459.tiff,22490,37,630,0.8456,0.7744,0.9889,1.0,1.0,0.0,5.59,6.021
460.tiff,22527,41,974,0.8952,0.546,0.9805,1.0,1.0,0.0,4.243,4.301
460.tiff,22529,33,720,0.8333,0.4135,0.9653,0.9917,1.0,0.0,5.148,4.472
460.tiff,22530,47,976,0.7814,0.5515,0.9857,1.0,1.0,0.0,4.472,5.148
460.tiff,22531,51,1684,0.7386,0.6607,1.0,0.9632,1.0,0.0,0.707,0.0
460.tiff,22532,51,1755,0.9174,0.6144,1.0,0.9903,1.0,0.0,2.55,2.0
460.tiff,22534,39,778,0.7388,0.6513,0.9769,0.9961,1.0,0.0,5.59,6.021
460.tiff,22536,51,1250,0.6972,0.4913,1.0,0.9984,1.0,0.0,1.581,2.0
460.tiff,22537,39,985,0.8701,0.6933,0.9929,0.9909,1.0,0.0,2.693,2.062
460.tiff,22538,39,648,0.7902,0.6902,0.9938,1.0,1.0,0.0,4.123,4.743
460.tiff,22543,43,899,0.7824,0.6106,0.9989,1.0,1.0,0.0,2.828,2.121
460.tiff,22547,39,710,0.7837,0.7905,0.9887,1.0,1.0,0.0,2.062,1.803
460.tiff,22548,39,837,0.823,0.464,0.994,0.9988,1.0,0.0,2.5,3.202
460.tiff,22549,47,1188,0.7557,0.7201,0.9655,0.9975,1.0,0.0,3.905,4.031
460.tiff,22552,51,1756,0.7903,0.2524,1.0,0.9818,1.0,0.0,1.581,1.0
460.tiff,22554,37,600,0.7874,0.7873,0.8667,1.0,1.0,0.0,8.5,8.322
460.tiff,22558,51,1293,0.7894,0.7879,1.0,0.9985,1.0,0.0,2.062,1.5
460.tiff,22560,41,886,0.7772,0.6677,0.9097,1.0,1.0,0.0,5.408,5.59
460.tiff,22563,51,1635,0.7507,0.4946,1.0,0.9927,1.0,0.0,1.581,2.0
460.tiff,22565,41,1074,0.9195,0.6299,0.9348,1.0,1.0,0.0,6.042,5.831
460.tiff,22566,45,798,0.8012,0.7603,0.9762,1.0,1.0,0.0,4.123,3.808
460.tiff,22568,37,433,0.8263,0.9126,0.9307,1.0,1.0,0.0,4.0,4.528
460.tiff,22570,37,678,0.8014,0.754,0.9912,1.0,1.0,0.0,3.64,3.041
460.tiff,22572,41,739,0.7397,0.8246,0.8593,1.0,1.0,0.0,9.014,9.708
460.tiff,22574,37,411,0.7981,0.9199,1.0,0.9927,1.0,0.0,0.5,0.5
460.tiff,22576,51,1100,0.7857,0.6254,1.0,1.0,1.0,0.0,1.803,1.118
460.tiff,22577,47,1338,0.7852,0.2969,0.9342,0.9873,1.0,0.0,4.743,4.472
460.tiff,22578,39,748,0.7932,0.5414,0.9799,1.0,1.0,0.0,4.717,4.031
460.tiff,22579,51,1120,0.6707,0.7863,1.0,0.9786,1.0,0.0,2.55,3.0
460.tiff,22580,49,1192,0.8733,0.5901,0.9983,1.0,1.0,0.0,3.041,3.64
460.tiff,22583,51,1552,0.7589,0.7194,1.0,0.9852,1.0,0.0,4.031,3.5
529.tiff,24904,43,711,0.8135,0.8802,1.0,1.0,1.0,0.0,3.0,3.536
529.tiff,24906,43,1004,0.8032,0.7231,0.9651,1.0,1.0,0.0,4.61,5.315
529.tiff,24908,47,1147,0.8205,0.5863,0.993,0.9983,1.0,0.0,1.581,2.236
529.tiff,24909,43,1077,0.8857,0.1473,0.9833,1.0,1.0,0.0,2.693,3.354
529.tiff,24911,39,614,0.7772,0.895,0.9642,0.9837,1.0,0.0,2.5,3.202
529.tiff,24914,35,450,0.7979,0.8918,0.9978,1.0,1.0,0.0,1.414,2.121
529.tiff,24918,37,672,0.6985,0.5142,0.9688,0.9985,1.0,0.0,5.701,6.083
529.tiff,24923,33,513,0.7657,0.8904,0.9883,1.0,1.0,0.0,2.121,1.414
529.tiff,24930,39,597,0.828,0.8926,1.0,0.9933,1.0,0.0,0.707,1.0
529.tiff,24937,41,524,0.7661,0.898,1.0,1.0,1.0,0.0,2.5,2.062
548.tiff,25603,37,585,0.7769,0.8029,0.9487,1.0,1.0,0.0,6.325,6.964
548.tiff,25604,43,770,0.6766,0.9426,0.8506,0.9727,1.0,0.0,6.519,6.403
548.tiff,25605,39,855,0.8716,0.7092,0.9696,1.0,1.0,0.0,4.243,4.301
548.tiff,25606,25,334,0.8954,0.7594,0.8922,1.0,1.0,0.0,6.403,6.519
548.tiff,25607,33,763,0.9362,0.5802,0.9489,0.9974,1.0,0.0,3.64,4.272
548.tiff,25609,49,525,0.6637,0.9501,0.9905,1.0,1.0,0.0,1.414,1.581
548.tiff,25612,31,533,0.8825,0.7962,0.9306,0.9925,1.0,0.0,5.22,4.924
548.tiff,25613,31,436,0.9437,0.8483,0.9679,0.9862,1.0,0.0,1.803,2.5
548.tiff,25615,39,508,0.8439,0.8903,0.9843,0.9961,1.0,0.0,3.905,3.202
548.tiff,25616,27,332,0.8806,0.8544,0.9217,1.0,1.0,0.0,5.59,6.265
548.tiff,25622,51,825,0.7986,0.852,1.0,0.9952,1.0,0.0,3.536,3.0
548.tiff,25623,29,368,0.8578,0.8404,0.9457,1.0,1.0,0.0,6.042,6.708
548.tiff,25624,29,369,0.797,0.6513,0.9621,0.9946,1.0,0.0,3.905,3.202
548.tiff,25625,39,689,0.8879,0.6956,1.0,0.9985,1.0,0.0,3.041,2.5
548.tiff,25626,31,565,0.9512,0.7465,0.9699,1.0,1.0,0.0,3.5,4.031
548.tiff,25627,39,800,0.9009,0.7984,0.9975,1.0,1.0,0.0,1.118,1.803
548.tiff,25628,47,1203,0.7264,0.3301,0.9518,0.9792,1.0,0.0,4.272,4.031
548.tiff,25629,37,582,0.7973,0.8488,1.0,0.9966,1.0,0.0,4.031,3.5
548.tiff,25630,25,341,0.9216,0.5801,0.9971,1.0,1.0,0.0,3.0,2.55
548.tiff,25633,37,682,0.9266,0.7683,0.9663,1.0,1.0,0.0,4.717,4.61
548.tiff,25634,25,331,0.8827,0.8472,0.9033,1.0,1.0,0.0,2.915,3.162
548.tiff,25635,25,290,0.8333,0.7263,0.969,1.0,1.0,0.0,2.5,2.693
548.tiff,25636,47,643,0.7861,0.9193,0.9969,1.0,1.0,0.0,2.062,1.803
548.tiff,25639,31,562,0.8052,0.641,0.9733,1.0,1.0,0.0,3.64,3.041
548.tiff,25640,37,664,0.8394,0.7914,0.9925,0.9985,1.0,0.0,2.915,3.606
548.tiff,25642,31,363,0.8919,0.8823,1.0,0.9807,1.0,0.0,1.118,1.5
548.tiff,25645,29,473,0.8808,0.8464,0.9979,1.0,1.0,0.0,1.118,1.118
548.tiff,25646,47,789,0.5734,0.7338,0.9911,0.9975,1.0,0.0,2.121,2.236
548.tiff,25647,27,374,0.8442,0.796,0.9973,1.0,1.0,0.0,1.581,2.236
548.tiff,25648,27,270,0.8654,0.9246,1.0,1.0,1.0,0.0,1.5,1.118
548.tiff,25651,41,840,0.8179,0.6925,1.0,1.0,1.0,0.0,1.118,1.118
548.tiff,25652,29,361,0.8805,0.917,0.9778,1.0,1.0,0.0,1.118,1.803
548.tiff,25653,25,304,0.9268,0.8549,0.9934,1.0,1.0,0.0,0.707,1.0
548.tiff,25654,37,558,0.8719,0.8861,0.9964,1.0,1.0,0.0,1.118,1.5
548.tiff,25656,37,762,0.9513,0.6733,1.0,0.9974,1.0,0.0,1.581,1.0
548.tiff,25659,37,550,0.9213,0.843,1.0,1.0,1.0,0.0,1.0,1.581
548.tiff,25663,33,550,0.8828,0.735,0.98,0.9945,1.0,0.0,2.693,2.5
548.tiff,25664,29,501,0.852,0.7847,0.8403,0.99,1.0,0.0,5.701,6.325
548.tiff,25666,29,481,0.9197,0.7314,0.9605,0.9875,1.0,0.0,3.536,2.828
548.tiff,25667,31,561,0.9063,0.6036,1.0,1.0,1.0,0.0,1.5,2.062
548.tiff,25670,33,628,0.8959,0.4051,0.9522,1.0,1.0,0.0,4.243,4.95
548.tiff,25671,29,381,0.9071,0.8186,0.9843,0.9948,1.0,0.0,3.536,2.828
548.tiff,25672,25,295,0.878,0.711,0.9966,1.0,1.0,0.0,3.64,3.041
548.tiff,25673,31,491,0.8976,0.7312,0.9633,1.0,1.0,0.0,3.606,3.536
548.tiff,25680,37,716,0.9179,0.7074,0.9679,1.0,1.0,0.0,3.606,4.301
548.tiff,25681,29,336,0.7059,0.8472,0.9881,1.0,1.0,0.0,2.062,1.803
548.tiff,25684,31,522,0.8862,0.7536,0.8946,0.9904,1.0,0.0,5.59,6.021
548.tiff,25685,33,570,0.9268,0.8157,0.9263,1.0,1.0,0.0,5.148,5.831
548.tiff,25686,33,560,0.9076,0.5768,0.9964,1.0,1.0,0.0,2.55,2.236
548.tiff,25687,43,593,0.8271,0.9278,0.9966,1.0,1.0,0.0,1.118,1.803
548.tiff,25688,33,677,0.9495,0.4834,0.9926,1.0,1.0,0.0,0.707,1.414
548.tiff,25690,31,604,0.8519,0.7708,1.0,0.9868,1.0,0.0,0.5,0.5
548.tiff,25693,31,538,0.8315,0.7218,1.0,1.0,1.0,0.0,1.414,0.707
548.tiff,25696,43,563,0.8569,0.9208,0.9716,0.9947,1.0,0.0,3.536,4.123
548.tiff,25697,33,562,0.8265,0.7973,0.9502,0.9947,1.0,0.0,4.924,4.272
548.tiff,25698,35,714,0.9309,0.6486,0.9216,0.9916,1.0,0.0,3.5,4.031
548.tiff,25699,41,602,0.884,0.92,1.0,1.0,1.0,0.0,3.64,4.031
548.tiff,25700,35,569,0.9297,0.8069,0.9772,1.0,1.0,0.0,2.915,3.162
548.tiff,25701,27,348,0.8744,0.7759,0.9885,1.0,1.0,0.0,2.236,2.121
548.tiff,25702,29,489,0.8923,0.671,0.9775,0.9918,1.0,0.0,2.915,2.828
548.tiff,25703,21,229,0.9424,0.8959,0.9563,1.0,1.0,0.0,1.803,1.803
548.tiff,25704,47,1220,0.8549,0.6548,0.9918,1.0,1.0,0.0,3.202,3.202
548.tiff,25705,33,562,0.9168,0.6806,0.9911,1.0,1.0,0.0,0.5,1.118
548.tiff,25708,31,707,0.958,0.5081,0.9123,1.0,1.0,0.0,3.905,4.61
548.tiff,25712,37,808,0.9038,0.7562,0.9889,1.0,1.0,0.0,1.0,1.581
548.tiff,25713,29,390,0.9489,0.8447,0.9821,0.9974,1.0,0.0,1.803,2.5
548.tiff,25718,43,885,0.9306,0.7338,0.9944,1.0,1.0,0.0,2.693,2.5
548.tiff,25719,33,358,0.8136,0.8915,1.0,1.0,1.0,0.0,1.0,1.581
548.tiff,25720,37,744,0.8681,0.559,0.9543,0.9973,1.0,0.0,5.701,6.403
548.tiff,25722,25,285,0.8769,0.749,0.986,1.0,1.0,0.0,3.354,3.64
548.tiff,25723,35,430,0.8366,0.9218,0.993,1.0,1.0,0.0,2.062,1.803
548.tiff,25726,29,604,0.9379,0.5037,0.9967,1.0,1.0,0.0,1.414,1.581
548.tiff,25727,39,476,0.8054,0.9049,0.9748,1.0,1.0,0.0,3.606,3.536
548.tiff,25728,43,1038,0.865,0.7042,0.9644,1.0,1.0,0.0,6.083,5.701
548.tiff,25732,35,719,0.9277,0.4821,0.9958,1.0,1.0,0.0,1.803,2.5
548.tiff,25733,29,543,0.9314,0.59,1.0,0.9871,1.0,0.0,1.118,0.5
548.tiff,25734,35,807,0.9297,0.3561,0.9827,1.0,1.0,0.0,3.162,2.55
548.tiff,25735,33,667,0.9251,0.5219,0.9925,1.0,1.0,0.0,1.118,1.5
548.tiff,25736,33,343,0.8245,0.9334,0.9738,0.9913,1.0,0.0,1.581,2.236
548.tiff,25737,33,480,0.8922,0.8141,1.0,0.9917,1.0,0.0,2.062,2.5
548.tiff,25738,45,861,0.8161,0.7691,0.9988,1.0,1.0,0.0,5.59,5.22
548.tiff,25739,29,440,0.8961,0.8448,0.9409,0.9864,1.0,0.0,4.717,4.031
548.tiff,25742,35,830,0.8983,0.4916,0.9096,1.0,1.0,0.0,4.61,5.025
548.tiff,25743,33,754,0.9508,0.4281,0.9867,0.9973,1.0,0.0,2.693,2.062
548.tiff,25751,35,678,0.9076,0.7869,0.9882,1.0,1.0,0.0,1.5,1.118
548.tiff,25752,23,327,0.9033,0.7689,0.9144,0.9969,1.0,0.0,3.536,3.0
548.tiff,25754,33,723,0.9439,0.6809,0.8963,1.0,1.0,0.0,4.528,5.0
548.tiff,25755,41,691,0.647,0.7454,0.9334,0.9913,1.0,0.0,4.743,4.472
548.tiff,25756,49,688,0.7327,0.9143,1.0,1.0,1.0,0.0,4.61,5.025
548.tiff,25757,29,455,0.8364,0.8163,0.9846,0.9956,1.0,0.0,1.803,2.062
548.tiff,25759,31,572,0.9196,0.5488,1.0,1.0,1.0,0.0,3.0,2.55
548.tiff,25760,29,413,0.9198,0.7149,0.9613,1.0,1.0,0.0,2.55,3.162
548.tiff,25762,33,680,0.9007,0.4432,0.9926,1.0,1.0,0.0,0.707,1.414
548.tiff,25763,27,352,0.9026,0.7817,0.9943,1.0,1.0,0.0,3.202,2.5
548.tiff,25764,43,714,0.8826,0.8029,0.9958,1.0,1.0,0.0,1.803,2.5
548.tiff,25765,51,1775,0.871,0.6569,1.0,0.9859,1.0,0.0,0.707,0.0
548.tiff,25766,35,677,0.9325,0.7701,0.9631,0.9852,1.0,0.0,2.915,3.606
548.tiff,25767,29,377,0.8607,0.9123,0.9443,1.0,1.0,0.0,4.528,5.099
548.tiff,25768,33,456,0.862,0.8395,0.9912,1.0,1.0,0.0,2.828,2.121
548.tiff,25769,31,690,0.957,0.598,0.9696,0.9928,1.0,0.0,3.536,3.0
548.tiff,25770,33,378,0.7794,0.9033,1.0,0.9947,1.0,0.0,1.118,1.5
548.tiff,25771,37,719,0.9055,0.7394,0.9972,1.0,1.0,0.0,2.062,1.803
548.tiff,25772,39,795,0.9266,0.6338,1.0,1.0,1.0,0.0,1.0,0.707
548.tiff,25773,35,626,0.9357,0.8223,1.0,1.0,1.0,0.0,2.236,2.55
548.tiff,25774,39,640,0.6823,0.7552,0.7469,1.0,1.0,0.0,10.0,10.7
548.tiff,25775,47,1011,0.7396,0.8522,0.9594,0.9852,1.0,0.0,1.581,2.236
548.tiff,25776,37,886,0.9578,0.4261,1.0,1.0,1.0,0.0,1.0,1.581
548.tiff,25777,35,754,0.9569,0.4793,1.0,1.0,1.0,0.0,1.118,0.5
548.tiff,25778,39,938,0.9011,0.6402,0.9765,1.0,1.0,0.0,2.55,3.162
548.tiff,25779,41,447,0.8083,0.9453,0.9933,1.0,1.0,0.0,0.5,1.118
548.tiff,25781,29,544,0.9494,0.578,0.9596,1.0,1.0,0.0,3.202,3.905
548.tiff,25782,31,664,0.9486,0.4622,0.9895,1.0,1.0,0.0,2.062,1.803
548.tiff,25783,37,434,0.8395,0.9197,0.9724,1.0,1.0,0.0,3.162,2.55
548.tiff,25785,37,832,0.9422,0.4616,1.0,0.9952,1.0,0.0,0.707,0.0
548.tiff,25787,27,413,0.9057,0.7953,0.9395,1.0,1.0,0.0,3.606,3.808
548.tiff,25788,27,270,0.7714,0.7515,0.9778,1.0,1.0,0.0,3.905,3.202
548.tiff,25789,33,467,0.9068,0.8545,0.955,1.0,1.0,0.0,3.905,3.202
548.tiff,25790,33,655,0.8899,0.6235,1.0,1.0,1.0,0.0,1.803,2.062
548.tiff,25791,39,920,0.7924,0.4009,0.7152,1.0,1.0,0.0,10.259,9.552
548.tiff,25792,43,845,0.6932,0.7204,0.8698,0.9976,1.0,0.0,5.315,6.021
548.tiff,25793,35,766,0.8897,0.4279,0.9974,1.0,1.0,0.0,2.5,1.803
548.tiff,25794,31,563,0.929,0.5552,0.9769,0.9911,1.0,0.0,2.915,2.828
548.tiff,25795,39,700,0.7209,0.5711,0.98,1.0,1.0,0.0,3.905,3.202
548.tiff,25796,33,541,0.8825,0.793,0.9778,1.0,1.0,0.0,3.536,4.123
548.tiff,25797,31,605,0.9409,0.5755,0.9702,0.9917,1.0,0.0,2.915,3.606
548.tiff,25802,33,476,0.8881,0.8327,0.9559,1.0,1.0,0.0,4.301,4.243
548.tiff,25803,33,701,0.9447,0.4791,0.9757,0.9914,1.0,0.0,3.536,3.606
548.tiff,25804,29,589,0.9424,0.3893,0.9694,1.0,1.0,0.0,2.236,2.55
548.tiff,25809,41,689,0.8995,0.7549,0.9739,1.0,1.0,0.0,4.924,5.59
548.tiff,25810,35,584,0.7634,0.5426,0.9692,0.9812,1.0,0.0,6.576,6.021
548.tiff,25812,29,478,0.8475,0.8006,0.8075,0.9874,1.0,0.0,6.519,7.0
548.tiff,25817,17,58,0.7838,0.972,0.6034,1.0,1.0,0.0,8.246,7.906
548.tiff,25818,45,1060,0.9217,0.6699,0.9821,1.0,1.0,0.0,3.808,3.606
548.tiff,25819,35,376,0.8724,0.9293,0.9495,1.0,1.0,0.0,2.915,3.606
548.tiff,25820,31,473,0.9238,0.8833,0.9915,1.0,1.0,0.0,1.581,1.0
548.tiff,25821,39,824,0.9258,0.5913,1.0,1.0,1.0,0.0,2.5,3.041
548.tiff,25824,31,573,0.911,0.8547,0.9511,1.0,1.0,0.0,3.536,3.162
