rank,cx,cy,score,angle,flip,scale,od,bucket,matched_ann_id,matched_category,file_name,condition
9,1423.0,1851.0,1.9088273,0.0,False,1.0,0.13124829530715942,human_correct_label,6456,1,246.tiff,default_51
10,4099.0,4369.0,1.2855617,0.0,False,1.0,0.1298978328704834,human_correct_label,6590,1,246.tiff,default_51
11,6240.0,4284.0,1.9813921,0.0,False,1.0,0.1289301961660385,human_correct_label,6604,1,246.tiff,default_51
12,3796.0,2629.0,1.6847255,0.0,False,1.0,0.12822361290454865,human_correct_label,6512,1,246.tiff,default_51
13,3853.0,1859.0,1.4742656,0.0,False,1.0,0.1268974095582962,human_correct_label,6481,1,246.tiff,default_51
14,6221.0,3998.0,1.2957271,0.0,False,1.0,0.1262539178133011,non_human_findings,-1,0,246.tiff,default_51
15,5354.0,2244.0,1.3141104,0.0,False,1.0,0.12578964233398438,human_correct_label,6518,1,246.tiff,default_51
16,644.0,3155.0,1.3766229,0.0,False,1.0,0.12555070221424103,human_correct_label,6528,1,246.tiff,default_51
17,3821.0,2422.0,1.349229,0.0,False,1.0,0.12449600547552109,non_human_findings,-1,0,246.tiff,default_51
18,727.0,464.0,1.4340796,0.0,False,1.0,0.12396106868982315,human_rejected_label,6440,2,246.tiff,default_51
19,6366.0,298.0,1.2514358,0.0,False,1.0,0.12346626818180084,human_correct_label,6447,1,246.tiff,default_51
20,1848.0,4261.0,1.6421113,0.0,False,1.0,0.12292572855949402,human_correct_label,6581,1,246.tiff,default_51
21,3577.0,1389.0,1.3394817,0.0,False,1.0,0.12244167178869247,human_rejected_label,6477,2,246.tiff,default_51
22,2327.0,4921.0,1.3212109,0.0,False,1.0,0.12198349833488464,human_correct_label,6612,1,246.tiff,default_51
23,5710.0,862.0,1.5108505,0.0,False,1.0,0.1217360869050026,human_correct_label,6435,1,246.tiff,default_51
24,2371.0,4302.0,1.4038904,0.0,False,1.0,0.12157425284385681,human_correct_label,6582,1,246.tiff,default_51
25,6362.0,3564.0,1.7914202,0.0,False,1.0,0.12127429991960526,human_correct_label,6559,1,246.tiff,default_51
26,6263.0,3110.0,1.6976221,0.0,False,1.0,0.12093919515609741,human_rejected_label,6560,2,246.tiff,default_51
27,3873.0,4874.0,1.7010107,0.0,False,1.0,0.12091927230358124,non_human_findings,-1,0,246.tiff,default_51
28,1076.0,3576.0,1.2265695,0.0,False,1.0,0.12015647441148758,human_correct_label,6530,1,246.tiff,default_51
29,3537.0,4276.0,1.6024408,0.0,False,1.0,0.12015140801668167,non_human_findings,-1,0,246.tiff,default_51
0,561.0,134.0,1.961989,0.0,False,1.0,0.1495397686958313,human_correct_label,6407,1,246.tiff,gray_bbox
1,5434.0,3862.0,1.5751929,0.0,False,1.0,0.13901804387569427,human_correct_label,6597,1,246.tiff,gray_bbox
2,284.0,4649.0,1.2422149,0.0,False,1.0,0.1386900097131729,human_correct_label,6609,1,246.tiff,gray_bbox
3,3199.0,4251.0,1.3343055,0.0,False,1.0,0.13780663907527924,human_correct_label,6587,1,246.tiff,gray_bbox
4,4041.0,4701.0,1.4968779,0.0,False,1.0,0.13637129962444305,human_correct_label,6617,1,246.tiff,gray_bbox
5,3709.0,835.0,1.4004852,0.0,False,1.0,0.13437619805335999,human_correct_label,6425,1,246.tiff,gray_bbox
6,305.0,169.0,1.511156,0.0,False,1.0,0.13349856436252594,human_correct_label,6409,1,246.tiff,gray_bbox
7,4046.0,4921.0,1.5322762,0.0,False,1.0,0.132963627576828,human_correct_label,6618,1,246.tiff,gray_bbox
8,1417.0,1847.0,1.6913189,0.0,False,1.0,0.13147571682929993,human_correct_label,6456,1,246.tiff,gray_bbox
9,639.0,3146.0,1.3768605,0.0,False,1.0,0.12885579466819763,human_correct_label,6528,1,246.tiff,gray_bbox
10,6235.0,4280.0,1.8214393,0.0,False,1.0,0.12848331034183502,human_correct_label,6604,1,246.tiff,gray_bbox
11,3791.0,2624.0,1.646012,0.0,False,1.0,0.1273871660232544,human_correct_label,6512,1,246.tiff,gray_bbox
12,3847.0,1855.0,1.3659221,0.0,False,1.0,0.12687888741493225,human_correct_label,6481,1,246.tiff,gray_bbox
13,3868.0,4869.0,1.5073665,0.0,False,1.0,0.12607352435588837,non_human_findings,-1,0,246.tiff,gray_bbox
14,721.0,458.0,1.4335535,0.0,False,1.0,0.12604796886444092,human_rejected_label,6440,2,246.tiff,gray_bbox
15,5395.0,1046.0,1.1670021,0.0,False,1.0,0.12592169642448425,non_human_findings,-1,0,246.tiff,gray_bbox
16,3401.0,1581.0,1.1697344,0.0,False,1.0,0.12522351741790771,human_correct_label,6475,1,246.tiff,gray_bbox
17,5948.0,694.0,1.2918018,0.0,False,1.0,0.12460268288850784,non_human_findings,-1,0,246.tiff,gray_bbox
18,6214.0,3993.0,1.1722436,0.0,False,1.0,0.12404653429985046,non_human_findings,-1,0,246.tiff,gray_bbox
19,6256.0,3105.0,1.5337312,0.0,False,1.0,0.1230335608124733,human_rejected_label,6560,2,246.tiff,gray_bbox
20,1842.0,4255.0,1.6575111,0.0,False,1.0,0.12230925261974335,human_correct_label,6581,1,246.tiff,gray_bbox
21,2320.0,4916.0,1.2791249,0.0,False,1.0,0.12198351323604584,human_correct_label,6612,1,246.tiff,gray_bbox
22,5705.0,857.0,1.4371995,0.0,False,1.0,0.12173887342214584,human_correct_label,6435,1,246.tiff,gray_bbox
23,3571.0,1384.0,1.216838,0.0,False,1.0,0.12111721932888031,human_rejected_label,6477,2,246.tiff,gray_bbox
24,1071.0,3571.0,1.193477,0.0,False,1.0,0.1203579530119896,human_correct_label,6530,1,246.tiff,gray_bbox
25,1328.0,2217.0,1.1774559,0.0,False,1.0,0.11964999884366989,human_rejected_label,6493,2,246.tiff,gray_bbox
26,3979.0,3261.0,1.1963383,0.0,False,1.0,0.11963365972042084,human_rejected_label,6542,2,246.tiff,gray_bbox
27,4706.0,2100.0,1.489715,0.0,False,1.0,0.11937031149864197,human_correct_label,6516,1,246.tiff,gray_bbox
28,4357.0,1971.0,1.7036918,0.0,False,1.0,0.11907559633255005,human_correct_label,6513,1,246.tiff,gray_bbox
29,3886.0,3005.0,1.3842286,0.0,False,1.0,0.11871307343244553,human_correct_label,6544,1,246.tiff,gray_bbox
0,566.0,139.0,1.4720756,0.0,False,1.0,0.14856702089309692,human_correct_label,6407,1,246.tiff,hem_bbox
1,4043.0,4702.0,0.9516885,0.0,False,1.0,0.13637131452560425,human_correct_label,6617,1,246.tiff,hem_bbox
2,3202.0,4254.0,0.93664545,0.0,False,1.0,0.13613301515579224,human_correct_label,6587,1,246.tiff,hem_bbox
3,308.0,172.0,1.1917661,0.0,False,1.0,0.13474281132221222,human_correct_label,6409,1,246.tiff,hem_bbox
4,3713.0,839.0,0.98489845,0.0,False,1.0,0.13332176208496094,human_correct_label,6425,1,246.tiff,hem_bbox
5,4050.0,4923.0,0.98046994,0.0,False,1.0,0.1329653263092041,human_correct_label,6618,1,246.tiff,hem_bbox
6,3040.0,3721.0,1.0131077,0.0,False,1.0,0.13295812904834747,human_correct_label,6552,1,246.tiff,hem_bbox
7,4710.0,2103.0,1.2844896,0.0,False,1.0,0.13162243366241455,human_correct_label,6516,1,246.tiff,hem_bbox
8,1420.0,1851.0,1.271984,0.0,False,1.0,0.13146696984767914,human_correct_label,6456,1,246.tiff,hem_bbox
9,2924.0,2635.0,0.9686252,0.0,False,1.0,0.13096055388450623,human_correct_label,6505,1,246.tiff,hem_bbox
10,2369.0,4297.0,1.2657735,0.0,False,1.0,0.12943026423454285,human_correct_label,6582,1,246.tiff,hem_bbox
11,6239.0,4283.0,1.1706511,0.0,False,1.0,0.12869691848754883,human_correct_label,6604,1,246.tiff,hem_bbox
12,643.0,3148.0,0.92171174,0.0,False,1.0,0.12863588333129883,human_correct_label,6528,1,246.tiff,hem_bbox
13,3794.0,2629.0,1.0675569,0.0,False,1.0,0.1279234141111374,human_correct_label,6512,1,246.tiff,hem_bbox
14,6219.0,4000.0,0.9395778,0.0,False,1.0,0.12775275111198425,non_human_findings,-1,0,246.tiff,hem_bbox
15,3851.0,1858.0,0.93463653,0.0,False,1.0,0.12689465284347534,human_correct_label,6481,1,246.tiff,hem_bbox
16,726.0,462.0,1.0770028,0.0,False,1.0,0.1238626167178154,human_rejected_label,6440,2,246.tiff,hem_bbox
17,3819.0,2419.0,1.0049586,0.0,False,1.0,0.12352820485830307,non_human_findings,-1,0,246.tiff,hem_bbox
18,3872.0,4872.0,1.1705054,0.0,False,1.0,0.12316466122865677,non_human_findings,-1,0,246.tiff,hem_bbox
19,1847.0,4258.0,1.1073259,0.0,False,1.0,0.12258018553256989,human_correct_label,6581,1,246.tiff,hem_bbox
20,5650.0,1579.0,0.9003159,0.0,False,1.0,0.12171170115470886,human_correct_label,6486,1,246.tiff,hem_bbox
21,1481.0,4170.0,0.97792995,0.0,False,1.0,0.1204628124833107,non_human_findings,-1,0,246.tiff,hem_bbox
22,6360.0,3562.0,1.0793102,0.0,False,1.0,0.12033377587795258,human_correct_label,6559,1,246.tiff,hem_bbox
23,3536.0,4274.0,0.9828381,0.0,False,1.0,0.12002439051866531,non_human_findings,-1,0,246.tiff,hem_bbox
24,4361.0,1974.0,1.0832297,0.0,False,1.0,0.11907558888196945,human_correct_label,6513,1,246.tiff,hem_bbox
25,3599.0,3154.0,1.1156487,0.0,False,1.0,0.11810436844825745,non_human_findings,-1,0,246.tiff,hem_bbox
26,1582.0,2199.0,1.2338756,0.0,False,1.0,0.11803629994392395,human_correct_label,6498,1,246.tiff,hem_bbox
27,4597.0,2419.0,1.1570622,0.0,False,1.0,0.11803395301103592,human_correct_label,6515,1,246.tiff,hem_bbox
28,5240.0,941.0,0.9924353,0.0,False,1.0,0.11774256080389023,human_correct_label,6433,1,246.tiff,hem_bbox
29,1780.0,4910.0,0.92242724,0.0,False,1.0,0.11710914224386215,non_human_findings,-1,0,246.tiff,hem_bbox
0,5206.0,3075.0,4.7094283,0.0,False,1.0,0.19470727443695068,human_correct_label,14609,1,300.tiff,default_51
1,4213.0,1382.0,3.9496343,0.0,False,1.0,0.18282127380371094,human_correct_label,14561,1,300.tiff,default_51
2,5359.0,1168.0,4.2617707,0.0,False,1.0,0.181596577167511,human_correct_label,14632,1,300.tiff,default_51
3,5858.0,3544.0,3.482155,0.0,False,1.0,0.1807204633951187,human_correct_label,14607,1,300.tiff,default_51
4,1475.0,4337.0,3.863425,0.0,False,1.0,0.18035611510276794,human_correct_label,14503,1,300.tiff,default_51
5,935.0,4139.0,3.3278635,0.0,False,1.0,0.17753061652183533,human_correct_label,14502,1,300.tiff,default_51
6,4622.0,3191.0,3.6702769,0.0,False,1.0,0.17660290002822876,human_correct_label,14586,1,300.tiff,default_51
7,5401.0,4471.0,4.407094,0.0,False,1.0,0.17600326240062714,non_human_findings,-1,0,300.tiff,default_51
8,5894.0,914.0,4.072917,0.0,False,1.0,0.1755707710981369,human_correct_label,14637,1,300.tiff,default_51
9,5120.0,1981.0,4.923272,0.0,False,1.0,0.17548270523548126,human_correct_label,14626,1,300.tiff,default_51
10,170.0,1722.0,4.0818987,0.0,False,1.0,0.17470626533031464,human_correct_label,14477,1,300.tiff,default_51
11,1458.0,1226.0,4.6941,0.0,False,1.0,0.1734342724084854,human_correct_label,14475,1,300.tiff,default_51
12,1675.0,810.0,4.6705284,0.0,False,1.0,0.1727648824453354,human_correct_label,14545,1,300.tiff,default_51
13,5653.0,4204.0,3.5346446,0.0,False,1.0,0.1724788248538971,human_correct_label,14600,1,300.tiff,default_51
14,3307.0,1065.0,4.0328426,0.0,False,1.0,0.1723620891571045,human_correct_label,14559,1,300.tiff,default_51
15,4787.0,586.0,4.421946,0.0,False,1.0,0.17129012942314148,human_correct_label,14642,1,300.tiff,default_51
16,3482.0,1165.0,3.501125,0.0,False,1.0,0.17124536633491516,human_correct_label,14563,1,300.tiff,default_51
17,3307.0,2633.0,3.1710846,0.0,False,1.0,0.1688164919614792,human_correct_label,14583,1,300.tiff,default_51
18,4492.0,4338.0,4.77728,0.0,False,1.0,0.168381467461586,human_correct_label,14594,1,300.tiff,default_51
19,4378.0,1824.0,3.730656,0.0,False,1.0,0.16824446618556976,human_correct_label,14568,1,300.tiff,default_51
20,4478.0,2800.0,4.140798,0.0,False,1.0,0.16669565439224243,human_correct_label,14580,1,300.tiff,default_51
21,4340.0,776.0,4.1095753,0.0,False,1.0,0.16648538410663605,human_rejected_label,14566,2,300.tiff,default_51
22,5719.0,3805.0,3.4779768,0.0,False,1.0,0.16550181806087494,human_correct_label,14605,1,300.tiff,default_51
23,5215.0,645.0,3.468043,0.0,False,1.0,0.1653144508600235,human_correct_label,14634,1,300.tiff,default_51
24,6105.0,4531.0,4.657577,0.0,False,1.0,0.1652766466140747,human_correct_label,14598,1,300.tiff,default_51
25,6088.0,1029.0,3.966051,0.0,False,1.0,0.1650671511888504,human_correct_label,14639,1,300.tiff,default_51
26,768.0,3495.0,3.4540935,0.0,False,1.0,0.1638723760843277,human_correct_label,14501,1,300.tiff,default_51
27,6213.0,627.0,3.8715262,0.0,False,1.0,0.16383196413516998,human_correct_label,14641,1,300.tiff,default_51
28,5397.0,2272.0,3.8245404,0.0,False,1.0,0.16360288858413696,human_correct_label,14620,1,300.tiff,default_51
29,4906.0,1571.0,4.1599274,0.0,False,1.0,0.1630316972732544,human_rejected_label,14680,2,300.tiff,default_51
0,5208.0,3074.0,4.558566,0.0,False,1.0,0.19470727443695068,human_correct_label,14609,1,300.tiff,gray_bbox
1,4215.0,1381.0,3.7330656,0.0,False,1.0,0.18282125890254974,human_correct_label,14561,1,300.tiff,gray_bbox
2,5361.0,1167.0,4.142555,0.0,False,1.0,0.1815965622663498,human_correct_label,14632,1,300.tiff,gray_bbox
3,1477.0,4335.0,3.7114599,0.0,False,1.0,0.18152673542499542,human_correct_label,14503,1,300.tiff,gray_bbox
4,5860.0,3543.0,3.229645,0.0,False,1.0,0.1807204633951187,human_correct_label,14607,1,300.tiff,gray_bbox
5,4623.0,3191.0,3.5558028,0.0,False,1.0,0.17741133272647858,human_correct_label,14586,1,300.tiff,gray_bbox
6,937.0,4139.0,3.3162944,0.0,False,1.0,0.17715373635292053,human_correct_label,14502,1,300.tiff,gray_bbox
7,5403.0,4470.0,4.241929,0.0,False,1.0,0.1760096251964569,non_human_findings,-1,0,300.tiff,gray_bbox
8,5122.0,1980.0,4.8409505,0.0,False,1.0,0.17570947110652924,human_correct_label,14626,1,300.tiff,gray_bbox
9,5896.0,913.0,3.9737287,0.0,False,1.0,0.1755181849002838,human_correct_label,14637,1,300.tiff,gray_bbox
10,172.0,1721.0,3.9346669,0.0,False,1.0,0.17470629513263702,human_correct_label,14477,1,300.tiff,gray_bbox
11,1677.0,809.0,4.603459,0.0,False,1.0,0.17276489734649658,human_correct_label,14545,1,300.tiff,gray_bbox
12,3309.0,1064.0,3.9597943,0.0,False,1.0,0.17259110510349274,human_correct_label,14559,1,300.tiff,gray_bbox
13,5655.0,4203.0,3.2400925,0.0,False,1.0,0.1724788248538971,human_correct_label,14600,1,300.tiff,gray_bbox
14,1461.0,1224.0,4.6448126,0.0,False,1.0,0.1722699999809265,human_correct_label,14475,1,300.tiff,gray_bbox
15,4789.0,586.0,4.405359,0.0,False,1.0,0.17129012942314148,human_correct_label,14642,1,300.tiff,gray_bbox
16,3484.0,1164.0,3.4287152,0.0,False,1.0,0.17124538123607635,human_correct_label,14563,1,300.tiff,gray_bbox
17,4380.0,1823.0,3.7328894,0.0,False,1.0,0.16889330744743347,human_correct_label,14568,1,300.tiff,gray_bbox
18,4494.0,4337.0,4.757713,0.0,False,1.0,0.16836102306842804,human_correct_label,14594,1,300.tiff,gray_bbox
19,4480.0,2799.0,4.012403,0.0,False,1.0,0.16669563949108124,human_correct_label,14580,1,300.tiff,gray_bbox
20,4342.0,775.0,3.980835,0.0,False,1.0,0.16648539900779724,human_rejected_label,14566,2,300.tiff,gray_bbox
21,5217.0,644.0,3.3412943,0.0,False,1.0,0.1653345674276352,human_correct_label,14634,1,300.tiff,gray_bbox
22,6107.0,4530.0,4.579009,0.0,False,1.0,0.1652766317129135,human_correct_label,14598,1,300.tiff,gray_bbox
23,5721.0,3804.0,3.3748672,0.0,False,1.0,0.1651270091533661,human_correct_label,14605,1,300.tiff,gray_bbox
24,6090.0,1028.0,3.927026,0.0,False,1.0,0.1650671511888504,human_correct_label,14639,1,300.tiff,gray_bbox
25,770.0,3494.0,3.4448502,0.0,False,1.0,0.16412879526615143,human_correct_label,14501,1,300.tiff,gray_bbox
26,5399.0,2271.0,3.737798,0.0,False,1.0,0.16406424343585968,human_correct_label,14620,1,300.tiff,gray_bbox
27,6215.0,626.0,3.8247,0.0,False,1.0,0.16380168497562408,human_correct_label,14641,1,300.tiff,gray_bbox
28,4908.0,1570.0,4.082737,0.0,False,1.0,0.1630316972732544,human_rejected_label,14680,2,300.tiff,gray_bbox
29,1106.0,1888.0,4.418687,0.0,False,1.0,0.16298536956310272,human_correct_label,14482,1,300.tiff,gray_bbox
0,5208.0,3079.0,2.3157585,0.0,False,1.0,0.19470728933811188,human_correct_label,14609,1,300.tiff,hem_bbox
1,5360.0,1172.0,2.2610264,0.0,False,1.0,0.18114756047725677,human_correct_label,14632,1,300.tiff,hem_bbox
2,1476.0,4340.0,2.0368376,0.0,False,1.0,0.18047714233398438,human_correct_label,14503,1,300.tiff,hem_bbox
3,935.0,4143.0,1.9190898,0.0,False,1.0,0.17730286717414856,human_correct_label,14502,1,300.tiff,hem_bbox
4,4623.0,3194.0,1.9350818,0.0,False,1.0,0.17692427337169647,human_correct_label,14586,1,300.tiff,hem_bbox
5,5403.0,4474.0,2.4356046,0.0,False,1.0,0.17589789628982544,non_human_findings,-1,0,300.tiff,hem_bbox
6,6442.0,624.0,1.847142,0.0,False,1.0,0.17478422820568085,human_rejected_label,14648,2,300.tiff,hem_bbox
7,5121.0,1986.0,3.0966382,0.0,False,1.0,0.17446641623973846,human_correct_label,14626,1,300.tiff,hem_bbox
8,1460.0,1229.0,3.1460433,0.0,False,1.0,0.17334717512130737,human_correct_label,14475,1,300.tiff,hem_bbox
9,1675.0,814.0,2.723403,0.0,False,1.0,0.1728065013885498,human_correct_label,14545,1,300.tiff,hem_bbox
10,3308.0,1069.0,2.203907,0.0,False,1.0,0.17138299345970154,human_correct_label,14559,1,300.tiff,hem_bbox
11,4788.0,591.0,2.5456452,0.0,False,1.0,0.17129012942314148,human_correct_label,14642,1,300.tiff,hem_bbox
12,4493.0,4342.0,3.0227065,0.0,False,1.0,0.16873563826084137,human_correct_label,14594,1,300.tiff,hem_bbox
13,4379.0,1828.0,2.4660869,0.0,False,1.0,0.16856184601783752,human_correct_label,14568,1,300.tiff,hem_bbox
14,4479.0,2804.0,1.9849248,0.0,False,1.0,0.16669563949108124,human_correct_label,14580,1,300.tiff,hem_bbox
15,4341.0,780.0,1.7841684,0.0,False,1.0,0.16648538410663605,human_rejected_label,14566,2,300.tiff,hem_bbox
16,5720.0,3809.0,1.8042065,0.0,False,1.0,0.16554370522499084,human_correct_label,14605,1,300.tiff,hem_bbox
17,6106.0,4535.0,2.4404776,0.0,False,1.0,0.1652766317129135,human_correct_label,14598,1,300.tiff,hem_bbox
18,6089.0,1033.0,1.9670101,0.0,False,1.0,0.1650671660900116,human_correct_label,14639,1,300.tiff,hem_bbox
19,769.0,3499.0,2.1057131,0.0,False,1.0,0.16391944885253906,human_correct_label,14501,1,300.tiff,hem_bbox
20,5399.0,2275.0,2.2029839,0.0,False,1.0,0.16305239498615265,human_correct_label,14620,1,300.tiff,hem_bbox
21,1105.0,1893.0,2.7775419,0.0,False,1.0,0.16298536956310272,human_correct_label,14482,1,300.tiff,hem_bbox
22,206.0,1632.0,1.9024248,0.0,False,1.0,0.1629611998796463,human_correct_label,14476,1,300.tiff,hem_bbox
23,6214.0,630.0,2.084473,0.0,False,1.0,0.16278259456157684,human_correct_label,14641,1,300.tiff,hem_bbox
24,2259.0,3894.0,2.13264,0.0,False,1.0,0.16171972453594208,human_correct_label,14518,1,300.tiff,hem_bbox
25,1795.0,2547.0,2.280303,0.0,False,1.0,0.16124296188354492,human_correct_label,14534,1,300.tiff,hem_bbox
26,6047.0,1139.0,1.9796604,0.0,False,1.0,0.1596328318119049,human_correct_label,14682,1,300.tiff,hem_bbox
27,2549.0,1562.0,2.080348,0.0,False,1.0,0.15915001928806305,human_correct_label,14543,1,300.tiff,hem_bbox
28,3632.0,2336.0,2.055337,0.0,False,1.0,0.15887920558452606,human_correct_label,14585,1,300.tiff,hem_bbox
29,1783.0,3965.0,2.350244,0.0,False,1.0,0.15874673426151276,human_correct_label,14520,1,300.tiff,hem_bbox
0,5364.0,2319.0,1.5038525,0.0,False,1.0,0.2054392546415329,human_rejected_label,14872,2,301.tiff,default_51
1,4896.0,4834.0,1.7086205,0.0,False,1.0,0.20160534977912903,non_human_findings,-1,0,301.tiff,default_51
2,6190.0,1382.0,1.8997678,0.0,False,1.0,0.178778275847435,human_correct_label,14824,1,301.tiff,default_51
3,3999.0,4323.0,1.4639906,0.0,False,1.0,0.1711897999048233,human_correct_label,14999,1,301.tiff,default_51
4,2522.0,747.0,1.7651403,0.0,False,1.0,0.17084334790706635,human_correct_label,14737,1,301.tiff,default_51
5,499.0,2598.0,1.7268815,0.0,False,1.0,0.16985146701335907,human_correct_label,14878,1,301.tiff,default_51
6,3493.0,1602.0,1.4545306,0.0,False,1.0,0.16975265741348267,human_correct_label,14806,1,301.tiff,default_51
7,1287.0,4650.0,1.4324033,0.0,False,1.0,0.16913747787475586,human_correct_label,14980,1,301.tiff,default_51
8,4728.0,1205.0,1.645845,0.0,False,1.0,0.1680784821510315,human_correct_label,14814,1,301.tiff,default_51
9,3383.0,1917.0,1.4561087,0.0,False,1.0,0.16801325976848602,human_correct_label,14852,1,301.tiff,default_51
10,4579.0,1587.0,1.6517153,0.0,False,1.0,0.1673090159893036,human_correct_label,14813,1,301.tiff,default_51
11,5630.0,4444.0,1.4710834,0.0,False,1.0,0.16725975275039673,human_correct_label,15011,1,301.tiff,default_51
12,203.0,1580.0,1.7004021,0.0,False,1.0,0.16702279448509216,human_correct_label,14784,1,301.tiff,default_51
13,808.0,3051.0,1.4613975,0.0,False,1.0,0.16573454439640045,human_correct_label,14881,1,301.tiff,default_51
14,2471.0,3552.0,1.4274255,0.0,False,1.0,0.1650780588388443,human_correct_label,14937,1,301.tiff,default_51
15,6404.0,4182.0,1.5432811,0.0,False,1.0,0.16356194019317627,human_correct_label,15017,1,301.tiff,default_51
16,5127.0,1545.0,1.764892,0.0,False,1.0,0.16308633983135223,human_correct_label,14817,1,301.tiff,default_51
17,5423.0,4446.0,1.4432684,0.0,False,1.0,0.1622101068496704,human_correct_label,15014,1,301.tiff,default_51
18,1479.0,2341.0,1.4953282,0.0,False,1.0,0.16212061047554016,human_correct_label,14833,1,301.tiff,default_51
19,4433.0,3443.0,1.4897372,0.0,False,1.0,0.16128061711788177,human_correct_label,14957,1,301.tiff,default_51
20,2664.0,2452.0,1.5586149,0.0,False,1.0,0.1612292230129242,human_correct_label,14849,1,301.tiff,default_51
21,1930.0,4425.0,1.5576614,0.0,False,1.0,0.16095677018165588,human_correct_label,15051,1,301.tiff,default_51
22,4492.0,3920.0,1.7045923,0.0,False,1.0,0.1606685072183609,human_correct_label,14955,1,301.tiff,default_51
23,4170.0,4478.0,1.7214023,0.0,False,1.0,0.16062583029270172,human_correct_label,14997,1,301.tiff,default_51
24,4908.0,205.0,1.573603,0.0,False,1.0,0.15945285558700562,human_correct_label,14762,1,301.tiff,default_51
25,5163.0,2015.0,1.6606649,0.0,False,1.0,0.1583644449710846,human_correct_label,14867,1,301.tiff,default_51
26,259.0,2965.0,1.4581006,0.0,False,1.0,0.15831129252910614,non_human_findings,-1,0,301.tiff,default_51
27,6369.0,3243.0,1.4104948,0.0,False,1.0,0.1578548550605774,human_correct_label,14972,1,301.tiff,default_51
28,6170.0,1306.0,1.6422772,0.0,False,1.0,0.15766561031341553,human_correct_label,14825,1,301.tiff,default_51
29,350.0,3001.0,1.6867976,0.0,False,1.0,0.15764972567558289,non_human_findings,-1,0,301.tiff,default_51
0,5369.0,2320.0,1.2409307,0.0,False,1.0,0.2054392546415329,human_rejected_label,14872,2,301.tiff,gray_bbox
1,4901.0,4834.0,1.4925867,0.0,False,1.0,0.20160533487796783,non_human_findings,-1,0,301.tiff,gray_bbox
2,6196.0,1382.0,1.4654537,0.0,False,1.0,0.178778275847435,human_correct_label,14824,1,301.tiff,gray_bbox
3,2526.0,746.0,1.380951,0.0,False,1.0,0.17179842293262482,human_correct_label,14737,1,301.tiff,gray_bbox
4,4004.0,4323.0,1.1575135,0.0,False,1.0,0.17156590521335602,human_correct_label,14999,1,301.tiff,gray_bbox
5,504.0,2598.0,1.3107545,0.0,False,1.0,0.16985146701335907,human_correct_label,14878,1,301.tiff,gray_bbox
6,1291.0,4650.0,1.1682802,0.0,False,1.0,0.1694626808166504,human_correct_label,14980,1,301.tiff,gray_bbox
7,207.0,1580.0,1.4289162,0.0,False,1.0,0.16903077065944672,human_correct_label,14784,1,301.tiff,gray_bbox
8,3387.0,1917.0,1.1380861,0.0,False,1.0,0.16879960894584656,human_correct_label,14852,1,301.tiff,gray_bbox
9,4733.0,1205.0,1.3847681,0.0,False,1.0,0.1680784821510315,human_correct_label,14814,1,301.tiff,gray_bbox
10,4539.0,2683.0,1.1356083,0.0,False,1.0,0.16754068434238434,human_correct_label,14911,1,301.tiff,gray_bbox
11,4583.0,1587.0,1.3263227,0.0,False,1.0,0.16686035692691803,human_correct_label,14813,1,301.tiff,gray_bbox
12,5636.0,4444.0,1.1468107,0.0,False,1.0,0.16678132116794586,human_correct_label,15011,1,301.tiff,gray_bbox
13,3773.0,4437.0,1.1121483,0.0,False,1.0,0.16629831492900848,human_correct_label,14995,1,301.tiff,gray_bbox
14,814.0,3051.0,1.1922961,0.0,False,1.0,0.16575482487678528,human_correct_label,14881,1,301.tiff,gray_bbox
15,1145.0,545.0,1.2986294,0.0,False,1.0,0.16455358266830444,human_correct_label,14730,1,301.tiff,gray_bbox
16,2469.0,3555.0,1.1065507,0.0,False,1.0,0.1644771844148636,human_correct_label,14937,1,301.tiff,gray_bbox
17,6411.0,4181.0,1.2308881,0.0,False,1.0,0.16350588202476501,human_correct_label,15017,1,301.tiff,gray_bbox
18,5133.0,1546.0,1.3334335,0.0,False,1.0,0.16344378888607025,human_correct_label,14817,1,301.tiff,gray_bbox
19,1485.0,2342.0,1.2775991,0.0,False,1.0,0.162246972322464,human_correct_label,14833,1,301.tiff,gray_bbox
20,5419.0,4444.0,1.3569825,0.0,False,1.0,0.16216802597045898,human_correct_label,15014,1,301.tiff,gray_bbox
21,4439.0,3443.0,1.169603,0.0,False,1.0,0.16176818311214447,human_correct_label,14957,1,301.tiff,gray_bbox
22,2668.0,2452.0,1.2204366,0.0,False,1.0,0.16175760328769684,human_correct_label,14849,1,301.tiff,gray_bbox
23,4497.0,3920.0,1.2852896,0.0,False,1.0,0.16114670038223267,human_correct_label,14955,1,301.tiff,gray_bbox
24,4175.0,4478.0,1.4026921,0.0,False,1.0,0.16062581539154053,human_correct_label,14997,1,301.tiff,gray_bbox
25,1935.0,4426.0,1.2591965,0.0,False,1.0,0.16052669286727905,human_correct_label,15051,1,301.tiff,gray_bbox
26,4913.0,205.0,1.3059956,0.0,False,1.0,0.15945285558700562,human_correct_label,14762,1,301.tiff,gray_bbox
27,4315.0,4686.0,1.1782074,0.0,False,1.0,0.15921607613563538,human_correct_label,15001,1,301.tiff,gray_bbox
28,264.0,2966.0,1.2226391,0.0,False,1.0,0.15851733088493347,non_human_findings,-1,0,301.tiff,gray_bbox
