subset,domain,file_name,image_id,seed_index,seed_ann_id,click_cx,click_cy,mpp,is_recorded_seed,n_agreement_pool,n_after_border,n_joint_valid,n_seed_pool,n_retries,refused_draws,contested_seed_tier,margin_px,rect_y0,rect_y1,rect_x0,rect_x1,rect_h,rect_w,rectm_y0,rectm_y1,rectm_x0,rectm_x1,rectm_h,rectm_w,grow_top,grow_bottom,grow_left,grow_right,rect_touches_window_edge,n_comp_px,n_kept_px_rect,n_kept_px_rectm,n_kept_px_mask,mask_share_of_bbox,n_filled_px,n_filled_px_1um,n_filled_px_mask,fill_value,fill_value_1um,fill_value_mask,n_distinct_templates,collided_with_default,degenerate_hem_rect_fill,degenerate_hem_rect_fill_1um,degenerate_hem_mask_fill_1um,sha_default_51,sha_hem_rect_fill,sha_hem_rect_fill_1um,sha_hem_mask_fill_1um
testing_35,canine lymphosarcoma,249.tiff,249,1,7008,3751.0,2618.0,0.24816562612969095,True,66,66,57,65,0,,False,4,18,35,14,43,17,29,14,39,10,47,25,37,4,4,4,4,False,289,493,925,638,0.6897297297297297,2108,1676,1963,0.029374361038208008,0.03215668722987175,0.030261816456913948,4,,False,False,False,5a9666020cb5485469042887dbae0b88c94e232a,bb996ebafa53b46d06c597ac84032fcad5c97747,49aeedab50584d7ea72bc26116c6e4007969379f,8225ebae5437e7b9c3e98999fc2f138182a232ff
testing_35,canine lymphosarcoma,249.tiff,249,2,6992,1801.0,2282.0,0.24816562612969095,True,66,66,57,64,0,,False,4,13,34,15,37,21,22,9,38,11,41,29,30,4,4,4,4,False,313,462,870,652,0.7494252873563219,2139,1731,1949,0.022507283836603165,0.02453247644007206,0.023027723655104637,4,,False,False,False,37d8837f0bbf153dae4f14f527fba661eed6af86,c976b3c5cf9caef6f36d848bba35ab4f846004e0,dfa7bf449723c4c8d05ac4f116323d6b0e08593b,250bd9c859164c7e722df683a67e9b8546e42188
testing_35,canine lymphosarcoma,249.tiff,249,3,7005,4061.0,2465.0,0.24816562612969095,False,66,66,57,63,0,,False,4,11,35,13,37,24,24,7,39,9,41,32,32,4,4,4,4,False,396,576,1024,772,0.75390625,2025,1577,1829,0.02576998621225357,0.02876264974474907,0.026400452479720116,4,,False,False,False,a2da6b11ab9bb6ef70fd4bf43835404fd4ebf481,c1dcedc35b715aaf32b517a1ffc3c38245abce91,533aa28fbdec9d19fcf1e204ac6c792429f86755,a1bf4ecec8a6fc4388b95dbe2808bc742d6ca404
testing_35,canine lymphosarcoma,249.tiff,249,4,7073,1401.0,4195.0,0.24816562612969095,False,66,66,57,62,1,6928:gray_bbox+hem_bbox,False,4,12,38,11,33,26,22,8,42,7,37,34,30,4,4,4,4,False,354,572,1020,730,0.7156862745098039,2029,1581,1871,0.027250617742538452,0.030948854982852936,0.029037171974778175,4,,False,False,False,6a14b9fdd3bb677cfcd25872812399c0cb911122,64e76908c9cbeca5a9e9edcbb5698946c9e4301f,39fcf0b1dea808e6082fe1fda3fcd6d134a4759b,2f17465a9633aa5400819b354b4d96159ea0d355
testing_35,canine lymphosarcoma,249.tiff,249,5,7058,4888.0,3593.0,0.24816562612969095,False,66,66,57,61,1,7117:gray_bbox+hem_bbox,False,4,15,31,17,40,16,23,11,35,13,44,24,31,4,4,4,4,False,240,368,744,544,0.7311827956989247,2233,1857,2057,0.023888012394309044,0.02579501084983349,0.024439144879579544,4,,False,False,False,a063543aa400a973069e82a872403b45d38cf9fd,04a9512d9f730ac395775e1365a821041bfea418,62275ec77349dfb596533887ecfa6c7602f38475,cc9b0f3dd19aec3e6596551d0abc130be5a4b62a
testing_35,canine lymphosarcoma,284.tiff,284,0,11810,3734.0,1582.0,0.24816562612969095,True,56,55,47,55,0,,False,4,19,33,13,37,14,24,15,37,9,41,22,32,4,4,4,4,False,271,336,704,578,0.8210227272727273,2265,1897,2023,0.030543239787220955,0.03183813765645027,0.03105277568101883,4,,False,False,False,efd0653ea55beaf558f21d0064f6694badb6a405,36480625cfda4fcac1f50ce6da8b941afbba42fc,bf84a404a4e4457a7d088208515bc0a89903c46b,6b02e30c96e1ec77d93d82b18522404e1f9c4a10
testing_35,canine lymphosarcoma,284.tiff,284,1,11817,6459.0,1078.0,0.24816562612969095,True,56,55,47,54,1,11818:hem_bbox,False,4,17,36,14,35,19,21,13,40,10,39,27,29,4,4,4,4,False,286,399,783,588,0.7509578544061303,2202,1818,2013,0.03231173753738403,0.03381409868597984,0.03301067650318146,4,,False,False,False,59687b655d6a5031a0851742d362a4c8881b3ef0,2cd44cbdf8f42d5e1f82dd20d43c31d3446ad746,902bd0a7192bc37afc69a13e53f067a297830ff8,d53dfe49cc99ab91acc8a233b2379b9a035e1a69
testing_35,canine lymphosarcoma,284.tiff,284,2,11832,6340.0,2156.0,0.24816562612969095,True,56,55,47,53,0,,False,4,15,38,22,37,23,15,11,42,18,41,31,23,4,4,4,4,False,249,345,713,552,0.7741935483870968,2256,1888,2049,0.035684678703546524,0.03837457299232483,0.03661356121301651,4,,False,False,False,b98a9b816ed005a98cfbc8712c0cf1f063a513b3,aee67b7aaf026ec249165ea5bacbd9d99de978ab,0644beac751de533734349b1e97e7d2fd57daa74,3585a068b126d44418cede7d5948f81c54f25479
testing_35,canine lymphosarcoma,284.tiff,284,3,11850,5862.0,3017.0,0.24816562612969095,False,56,55,47,52,0,,False,4,17,34,14,32,17,18,13,38,10,36,25,26,4,4,4,4,False,173,306,650,445,0.6846153846153846,2295,1951,2156,0.03953211009502411,0.0410769023001194,0.04001457244157791,4,,False,False,False,9fdf46746765ade173b50d281b8572cf3942af34,130e8141ce4f280ff12255936b8d5d56f216b2de,09c2aacbc92de982e9ebb3ffe274c15140c079db,59f7686369696cd1e13d3ed972169e88bde0dea5
testing_35,canine lymphosarcoma,284.tiff,284,4,11844,4643.0,3056.0,0.24816562612969095,False,56,55,47,51,0,,False,4,14,31,12,35,17,23,10,35,8,39,25,31,4,4,4,4,False,239,391,775,538,0.6941935483870968,2210,1826,2063,0.03789236396551132,0.04135385900735855,0.03860822319984436,4,,False,False,False,74c55e106a7fb0465295cc9ec2cc78a7c0ab1311,bcfc42ab772073ef531dbe1cf261d976072cd688,43ee2a725bb9627727017a5dcc34d01e76895cc0,c051474fc9e5607be6caeec36d882ee612012980
testing_35,canine lymphosarcoma,284.tiff,284,5,11835,6070.0,1911.0,0.24816562612969095,False,56,55,47,50,0,,False,4,14,36,16,38,22,22,10,40,12,42,30,30,4,4,4,4,False,349,484,900,712,0.7911111111111111,2117,1701,1889,0.034101322293281555,0.03374198079109192,0.03387196362018585,4,,False,False,False,558cbb497ee98581e061fb2fc39d2bc4c288fbd6,96d893678455417777fc7b381da31319935dfa82,d6bda90ec7fd567102aebdcd96a98aef19a24196,4bd75ca0491d37ea2cf412a2b7b5751ca1d185a9
testing_35,canine lymphosarcoma,289.tiff,289,0,12690,5248.0,4332.0,0.24816562612969095,True,12,12,12,12,0,,False,4,15,35,16,38,20,22,11,39,12,42,28,30,4,4,4,4,False,237,440,840,552,0.6571428571428571,2161,1761,2049,0.02641988731920719,0.030938545241951942,0.027330372482538223,4,,False,False,False,f5bebcc20c21996a90baad2471ba222cb679bbc7,f7d455fa48468d822caea9e22d4814e3294cd156,2e794517cad6a9115c3d6fe631cfe3649681db48,3076ee9d77d23fbc2ef3aa52ae64a2c9d93d82cc
testing_35,canine lymphosarcoma,289.tiff,289,1,12675,2178.0,3287.0,0.24816562612969095,True,12,12,12,11,0,,False,4,14,39,12,35,25,23,10,43,8,39,33,31,4,4,4,4,False,391,575,1023,744,0.7272727272727273,2026,1578,1857,0.029335685074329376,0.03486347198486328,0.030983617529273033,4,,False,False,False,b97fe64d93d27c92b61af39a3a89964c493a6474,5ecd4f87a1154b805a8e3f6fa32267ed5aa14789,341c72fa5547dcd27539929c8a24625c0bb97926,69dfd8273539a1f7e678cd3613efcc09ddc65651
testing_35,canine lymphosarcoma,289.tiff,289,2,12640,4540.0,784.0,0.24816562612969095,True,12,12,12,10,0,,False,4,16,32,14,37,16,23,12,36,10,41,24,31,4,4,4,4,False,216,368,744,522,0.7016129032258065,2233,1857,2079,0.025807417929172516,0.02776678279042244,0.026189502328634262,4,,False,False,False,ea3fe1e5e6184323f6a5abfa6c09351dc8b93b9f,72db15c33b437d05e56caf19af5d7d4c6d4b006d,efe67b8a2dc0a461378944aea2aef35d521f46ce,7c7fe1947a2b87d0ee11fef13fb3198eeefd7e93
testing_35,canine lymphosarcoma,289.tiff,289,3,12660,2211.0,2732.0,0.24816562612969095,False,12,12,12,9,0,,False,4,12,40,17,35,28,18,8,44,13,39,36,26,4,4,4,4,False,354,504,936,733,0.7831196581196581,2097,1665,1868,0.024097660556435585,0.026909146457910538,0.025184892117977142,4,,False,False,False,ff4ca7890d72d6bac79f7971a8abc66456e4b2b0,4dc798ed27347d9b0729fbc36f8c3fe3bbcdca8b,60d2f110384fbf14994f64ba3e7fb190535d4123,dd61ba58658b58d317b93479d1954d1973156279
testing_35,canine lymphosarcoma,289.tiff,289,4,12693,1104.0,4648.0,0.24816562612969095,False,12,12,12,8,0,,False,4,9,32,13,32,23,19,5,36,9,36,31,27,4,4,4,4,False,214,437,837,557,0.6654719235364397,2164,1764,2044,0.031000083312392235,0.03389265388250351,0.03212985023856163,4,,False,False,False,a7d98b6598bce9f510267d5d1535a8929529342e,740361f693714b4a850e37116f4ad4a99bd7da99,6bff08ddb6e2a9810f0a5cd74ecdf0abae18ac49,c64d13cb81329ba514b599f8ce0842cb229082a7
testing_35,canine lymphosarcoma,289.tiff,289,5,12661,2280.0,2771.0,0.24816562612969095,False,12,12,12,7,0,,False,4,16,34,15,37,18,22,12,38,11,41,26,30,4,4,4,4,False,211,396,780,511,0.6551282051282051,2205,1821,2090,0.02823430672287941,0.029995832592248917,0.028420858085155487,4,,False,False,False,79e3337ad4dd7eed66520ffdc5e1e890543e84fb,2aea0c705a07db12fc02e40ca64e90cb4ab1dae5,7c5f26ec3a4415428735bd9cf86031a85ebebf61,efe00e36876a094c397a7ed187ffff168b39dddd
testing_35,canine lymphosarcoma,291.tiff,291,0,13272,6309.0,3146.0,0.24816562612969095,True,61,59,55,59,0,,False,4,16,39,7,34,23,27,12,43,3,38,31,35,4,4,4,4,False,316,621,1085,754,0.6949308755760368,1980,1516,1847,0.04337431490421295,0.04535014182329178,0.04588479921221733,4,,False,False,False,68de75058ec71f7e0317aed4bdfa41ed5b64420d,0729300855adde21e2e2e24fad6c186d99d8c6e0,b6a49c158d069ec62c3a3343cf18c17ab134915c,9a0cd370864d0bde5bf2bb2023307a34df5d30d8
testing_35,canine lymphosarcoma,291.tiff,291,1,13169,5139.0,934.0,0.24816562612969095,True,61,59,55,58,0,,False,4,11,34,14,37,23,23,7,38,10,41,31,31,4,4,4,4,False,324,529,961,706,0.7346514047866806,2072,1640,1895,0.04467571899294853,0.04795446619391441,0.04643888399004936,4,,False,False,False,2abce002b63ce6306f53711875040033851a2775,6df3f38607398776a813de20798a454a756041b9,10dc21e062f49484c48cfecaae7a711dad7c4d80,0cd6e9bb6b08257c3985bb0520cabbde678a5edf
testing_35,canine lymphosarcoma,291.tiff,291,2,13283,2989.0,4384.0,0.24816562612969095,True,61,59,55,57,0,,False,4,14,36,14,35,22,21,10,40,10,39,30,29,4,4,4,4,False,313,462,870,652,0.7494252873563219,2139,1731,1949,0.037421099841594696,0.038155850023031235,0.03776921331882477,4,,False,False,False,046cbd8983784fb0b7942fa27d93ea33683a7419,a71b97d3eaaec63d6c042f3452e34fc84c0d517e,a7a04ef1701ba27ec374c0874a012384f62e4013,bfefff3336cafe7dedb5d32f5793cfc42cd2fec7
testing_35,canine lymphosarcoma,291.tiff,291,3,13280,2654.0,3714.0,0.24816562612969095,False,61,59,55,56,0,,False,4,15,36,16,34,21,18,11,40,12,38,29,26,4,4,4,4,False,256,378,754,565,0.7493368700265252,2223,1847,2036,0.024633146822452545,0.02240939252078533,0.02296883799135685,4,,False,False,False,46e714800284db644c0e2f9a4955faf90d56abba,41a8e019d1bb74fd1383440a83181b640607c8bc,ea3df1d3f53c99af1650443818bec600eb1f19ca,5b40fcfb37cca91f32a7ca82ab009bcc975f901e
testing_35,canine lymphosarcoma,291.tiff,291,4,13188,2107.0,1134.0,0.24816562612969095,False,61,59,55,55,0,,False,4,14,45,11,40,31,29,10,49,7,44,39,37,4,4,4,4,False,436,899,1443,934,0.6472626472626473,1702,1158,1667,0.03770684078335762,0.03953158110380173,0.03808026760816574,4,,False,False,False,86fb6c9e2d5616fdb6913df1e717b040fcb4e5ce,67963df59506498f79fdc4d89855ceb8165eb316,d9e779b10cd7f0369d0dc7daf22bd08583361381,afe2eb3227906690469f24b322af3cf1b21b004e
testing_35,canine lymphosarcoma,291.tiff,291,5,13170,5551.0,904.0,0.24816562612969095,False,61,59,55,54,0,,False,4,13,39,0,38,26,38,9,43,0,42,34,42,4,4,0,4,True,434,988,1428,895,0.626750700280112,1613,1173,1706,0.04656403511762619,0.04691356420516968,0.048365093767642975,4,,False,False,False,e2d2eacf270a1fe20d5152aa19cbe0697f17a287,d2338ce2cacda73cac8a2cb15522cf74f0664d63,504e739c25925b2bc99f3fab76a3f93f73290d96,029958d60d73df01d7758483fe48ba7d09aed348
testing_35,canine lymphosarcoma,293.tiff,293,0,13596,1988.0,2641.0,0.24816562612969095,True,79,79,69,79,0,,False,4,21,39,13,37,18,24,17,43,9,41,26,32,4,4,4,4,False,260,432,832,584,0.7019230769230769,2169,1769,2017,0.028381723910570145,0.028730884194374084,0.02857811562716961,4,,False,False,False,5153dce86517f9282a84dd6b5319ce120cf51fc6,1398ac0b050e1d5c69c55e5174e19130522808d9,61bcccd9c9e04e102bf0406feb4cd337269036ed,403456214746993c79c3365df508a0d47d2f4f51
testing_35,canine lymphosarcoma,293.tiff,293,1,13588,922.0,2714.0,0.24816562612969095,True,79,79,69,78,0,,False,4,10,35,13,37,25,24,6,39,9,41,33,32,4,4,4,4,False,404,600,1056,781,0.7395833333333334,2001,1545,1820,0.03072071447968483,0.03073316253721714,0.030391331762075424,4,,False,False,False,1121aa721d056555552ca9b93228d6d01e860c8b,2167992c31a0ea544521dbdd88ab8d31926d53e8,929d37539edcbb9c2cddda0fdce295d3ce0800ba,3de36c833a661229ab2b24cb3b6837e4b863de42
testing_35,canine lymphosarcoma,293.tiff,293,2,13625,1205.0,2853.0,0.24816562612969095,True,79,79,69,77,0,,False,4,14,35,15,35,21,20,10,39,11,39,29,28,4,4,4,4,False,251,420,812,566,0.6970443349753694,2181,1789,2035,0.03395494818687439,0.03409295529127121,0.03368205577135086,4,,False,False,False,de4e0fa0161c7ca8c0ff2d0f9516deb0caecc3b1,5b80c1095415d62051c06d66c84b85aa79476061,48b7ce1aedee11fa43b57c8d6b49db8d093de6eb,c7ed29f584187b6678650e425098073982ba38d2
testing_35,canine lymphosarcoma,293.tiff,293,3,13531,2587.0,722.0,0.24816562612969095,False,79,79,69,76,0,,False,4,12,35,19,37,23,18,8,39,15,41,31,26,4,4,4,4,False,247,414,806,563,0.6985111662531017,2187,1795,2038,0.024040022864937782,0.023574814200401306,0.02332889661192894,4,,False,False,False,b77d3be9397fa9a645b483233d280397400644c1,a65a760f173aa23187d7f81345b491a47f6f7810,83ce683c67bd262aa463780218d9c4309406d68a,1b0a684466bb9dfe5d7e6c8802d552ca03ae0ffa
testing_35,canine lymphosarcoma,293.tiff,293,4,13679,4831.0,3643.0,0.24816562612969095,False,79,79,69,75,0,,False,4,3,34,15,45,31,30,0,38,11,49,38,38,3,4,4,4,False,368,930,1444,890,0.6163434903047091,1671,1157,1711,0.03776437044143677,0.03901831805706024,0.038022205233573914,4,,False,False,False,2a02a147fae13d23be04bfd9924dc07328ed5834,141b3f06571b0b2ce9ed882000957aa9a4efcfc2,3a2e4f2653bcf45ebe33c3c010e0b437ee5ad2f3,fcdebc58323d8c00ad14b8284c5f46e61fda5937
testing_35,canine lymphosarcoma,293.tiff,293,5,13662,2880.0,4413.0,0.24816562612969095,False,79,79,69,74,0,,False,4,16,40,11,34,24,23,12,44,7,38,32,31,4,4,4,4,False,389,552,992,741,0.7469758064516129,2049,1609,1860,0.03460117056965828,0.037344809621572495,0.03497255593538284,4,,False,False,False,c7200c335f1acfd23593565bad9d8af6ce00f0dc,db0049303a4c77a9b82987816c55f4818d77aed9,056076d3cd1afbebfd4d6a5b3961a26ff4b8fbce,5ee3c5592ed7c7c337401761bed7a1d111f0c01d
original_14,canine soft tissue sarcoma,459.tiff,459,0,22441,1845.0,4003.0,0.24816562612969095,True,122,121,104,121,0,,False,4,10,39,10,41,29,31,6,43,6,45,37,39,4,4,4,4,False,606,899,1443,1070,0.7415107415107415,1702,1158,1531,0.03461445868015289,0.03229894861578941,0.0337514691054821,4,,False,False,False,f5ab6ec231e15425c89188b52c1081706745efb5,72907d5ea53485c3327309dcb384e2cc2d1848d0,81c85f928f4ef5f715ecc09f5cebdac28d563825,b7e155ca9c87884d5188b024d54e3b3f2bd8bc92
original_14,canine soft tissue sarcoma,459.tiff,459,1,22446,2798.0,4372.0,0.24816562612969095,True,122,121,104,120,0,,False,4,7,42,5,44,35,39,3,46,1,48,43,47,4,4,4,4,False,748,1365,2021,1308,0.6472043542800594,1236,580,1293,0.029558798298239708,0.027860846370458603,0.029125405475497246,4,,False,False,False,4ab6383fd9ce91054d42ab25bc38152d53a6ae25,59d191e37fb56975d2ca7721e22320397b08256d,8534e33b93783320129e91e0f25b1f1d8e9852ce,1d226c01a9fefd8fc5368c8637d217a097815aad
original_14,canine soft tissue sarcoma,459.tiff,459,2,22306,494.0,427.0,0.24816562612969095,True,122,121,104,119,0,,False,4,14,36,10,42,22,32,10,40,6,46,30,40,4,4,4,4,False,349,704,1200,746,0.6216666666666667,1897,1401,1855,0.027212833985686302,0.023855384439229965,0.026531774550676346,4,,False,False,False,6a49286d9a4f6a062eca15e0a3c7377e27637641,0e90b5f8fa3c3be2496a054ad700f16457822c03,2d0674a6d2f5cc34bc6a1829a2dae1dc8db7298b,597c37e537af478cfe5dcfe10b6f2e9dcc9b4617
original_14,canine soft tissue sarcoma,459.tiff,459,3,22371,5687.0,1294.0,0.24816562612969095,False,122,121,104,118,0,,False,4,8,41,12,42,33,30,4,45,8,46,41,38,4,4,4,4,False,733,990,1558,1199,0.769576379974326,1611,1043,1402,0.037713319063186646,0.03805391117930412,0.03708849474787712,4,,False,False,False,eab9af941077df4a3f5ba7eea948019e84eede44,efc09cf3c4b195a551ce257a85824f0d20f72f42,4f1cdbf389e8edf98fe09e411ba9785c67b66b4f,b40deaf4e7f67f368dc26ba81b379609c1456f81
original_14,canine soft tissue sarcoma,459.tiff,459,4,22305,519.0,642.0,0.24816562612969095,False,122,121,104,117,0,,False,4,8,40,13,41,32,28,4,44,9,45,40,36,4,4,4,4,False,668,896,1440,1121,0.7784722222222222,1705,1161,1480,0.03569307550787926,0.03200693055987358,0.033476635813713074,4,,False,False,False,cd72fdc547e72d72264ac0d4cc7294f84070fd79,f57d5d265ec6b7ef117c58b6c5ba914ff687b628,8ed59de34cd2126869fb1282d52f584f1742d3be,79ac1a694ef1ea4fff27060bb7077c551ff761da
original_14,canine soft tissue sarcoma,459.tiff,459,5,22488,3517.0,4830.0,0.24816562612969095,False,122,121,104,116,0,,False,4,4,41,10,47,37,37,0,45,6,51,45,45,4,4,4,4,False,763,1369,2025,1429,0.705679012345679,1232,576,1172,0.043528031557798386,0.03958040848374367,0.04571904242038727,4,,False,False,False,ad9c5fc329c90c28ad4941b2ff2d69c644b1b057,81f6aabc01524df3e06e0749122dc5d514514d15,e1561c24a9812afaacd13fc599bd2eafb1b2828f,5821d6138c933fc8e968cf9158dd4c54d8e73ee3
original_14,canine soft tissue sarcoma,460.tiff,460,0,22577,5152.0,3999.0,0.24816562612969095,True,31,31,27,31,0,,False,4,3,43,9,36,40,27,0,47,5,40,47,35,3,4,4,4,False,645,1080,1645,1160,0.7051671732522796,1521,956,1441,0.03560774028301239,0.039714962244033813,0.03560543432831764,4,,False,False,False,b5e5b23e32b8930f7ef5d5160b7cbf836bc6ff6c,68b5f729624e66073453e45adb463587ab729bf1,770e29b3104a10fe77c75cd86a468470599e3bbe,991cc0c7de15deb647e7ba591cb2280258a1f7d0
original_14,canine soft tissue sarcoma,460.tiff,460,1,22538,2385.0,1437.0,0.24816562612969095,True,31,31,27,30,0,,False,4,12,34,21,35,22,14,8,38,17,39,30,22,4,4,4,4,False,204,308,660,501,0.759090909090909,2293,1941,2100,0.034144770354032516,0.032667819410562515,0.03288351744413376,4,,False,False,False,ae0d3ea2bb571e7d2e8a2fee811ed72d0bb588b1,bb2172bf93fe8c9359f08f8f4d164dbc9c309015,76c6cda73b8ebe06564164c7f6ccbc3eba386bf1,d9063e021f217e6519e4a106d1e0fb1db3ad4e9d
original_14,canine soft tissue sarcoma,460.tiff,460,2,22552,4868.0,2589.0,0.24816562612969095,True,31,31,27,29,0,,False,4,13,41,8,37,28,29,9,45,4,41,36,37,4,4,4,4,False,515,812,1332,951,0.713963963963964,1789,1269,1650,0.03469492867588997,0.029286574572324753,0.03273756057024002,4,,False,False,False,a1a26abe06ac1d8f1b16354e8a46096f6b145da9,220d5b95f41452b36c61ae4fee4481a22cdb6e84,4da21a840d4bcccfddf7055eb2e2e0c2a5174f9f,788a0c78389dd86572ca9fddc34b9cca2b6c84df
original_14,canine soft tissue sarcoma,460.tiff,460,3,22537,1775.0,1604.0,0.24816562612969095,False,31,31,27,28,0,,False,4,8,43,9,36,35,27,4,47,5,40,43,35,4,4,4,4,False,634,945,1505,1155,0.7674418604651163,1656,1096,1446,0.029931694269180298,0.02767076902091503,0.027666479349136353,4,,False,False,False,bdd9b593f25b697294d8c69b1c90612a9bfb0e96,9cffb4a593f2279b43b9c8fd3da6b7b148702703,5386dacfa9d05bdfee4fc9c4823cf4b936984372,e74982c69667da56471c698badd2c27e34cd1e1c
original_14,canine soft tissue sarcoma,460.tiff,460,4,22568,1267.0,3738.0,0.24816562612969095,False,31,31,27,27,0,,False,4,4,37,17,33,33,16,0,41,13,37,41,24,4,4,4,4,False,356,528,984,763,0.7754065040650406,2073,1617,1838,0.035413529723882675,0.03339361399412155,0.033944737166166306,4,,False,False,False,1ce19a105fad0c3202e5172802637fd5d51662c6,ed5acde5ddd8f27ca8f8536c6c36979bac544696,3712c16293aacbf0e57316b4205bb0de0a7245db,0071e40c08746d504cc935b349ae9e6b644e256d
original_14,canine soft tissue sarcoma,460.tiff,460,5,22579,6052.0,3807.0,0.24816562612969095,False,31,31,27,26,0,,False,4,12,37,14,39,25,25,8,41,10,43,33,33,4,4,4,4,False,415,625,1089,789,0.7245179063360881,1976,1512,1812,0.03333517909049988,0.029072916135191917,0.03191123530268669,4,,False,False,False,18142e4a97509d8f138cfebedda2cd87be29c905,fed4da168902ad3784ce659b3d75ef0bef5b087c,020d43e3981a85375f633cdc745f5ffc5fe14126,36df7ddfb023f896122c7327ac37e8fd919911c5
testing_35,canine soft tissue sarcoma,410.tiff,410,0,20699,3470.0,4831.0,0.24816562612969095,True,13,13,10,13,1,20696:gray_bbox+hem_bbox,False,4,20,35,13,33,15,20,16,39,9,37,23,28,4,4,4,4,False,149,300,644,465,0.7220496894409938,2301,1957,2136,0.02732006087899208,0.026441389694809914,0.02687622793018818,4,,False,False,False,35a58ce6b59d5513bb3a7e2e5aa8facd5a7ecc14,84fb8de7257618f68f899f8137c0c4b0ade8bf1f,d7b514ea056988c814d24690807a6a732dad2407,a2ead9d24e946f55502a44e0e2b7ebdd5984fe76
testing_35,canine soft tissue sarcoma,410.tiff,410,1,20687,2892.0,635.0,0.24816562612969095,True,13,13,10,12,0,,False,4,13,33,9,38,20,29,9,37,5,42,28,37,4,4,4,4,False,311,580,1036,697,0.6727799227799228,2021,1565,1904,0.03156435117125511,0.03210011497139931,0.031434427946805954,4,,False,False,False,017a0924c66257ba76e6a1fe150aa5e0e1847613,d5e2df4748107f6a1909f53c742bc74fdc8ee7f5,04bf2cbde2738aa7a3f4ddd1ce048a0a8fa4ae8e,a8047885abb6b5e53c552eeb13bb07223115f567
testing_35,canine soft tissue sarcoma,410.tiff,410,2,20694,2894.0,2616.0,0.24816562612969095,True,13,13,10,11,1,20695:gray_bbox+hem_bbox,False,4,18,33,9,41,15,32,14,37,5,45,23,40,4,4,4,4,False,232,480,920,619,0.6728260869565217,2121,1681,1982,0.025125106796622276,0.0262768492102623,0.02530883252620697,4,,False,False,False,0ad2449d1671ac772dcc71317b6fcbedd758a69d,f692de413ef4ce08b017a7f8d8c5263d1095ab95,d911fcea2bf449ea250627b7e1f0e0283e27ff16,37ad8588863170bdaa86dfae257e83129f0f95db
testing_35,canine soft tissue sarcoma,410.tiff,410,3,20689,3101.0,965.0,0.24816562612969095,False,13,13,10,10,2,20695:gray_bbox+hem_bbox;20685:gray_bbox+hem_bbox,False,4,20,32,13,37,12,24,16,36,9,41,20,32,4,4,4,4,False,180,288,640,469,0.7328125,2313,1961,2132,0.026361623778939247,0.02545487880706787,0.025675447657704353,4,,False,False,False,166586bd22a0129e9e56a986d88221c3576190ed,f1a79c01afa226eb99eaf4a1c55fa6fe10e04e90,8b85e44c9cf8d56159502a265dac9ebfb280e89b,65dfc95c0028757895ee0729e62cb176b06bca05
testing_35,canine soft tissue sarcoma,410.tiff,410,4,20702,3120.0,3297.0,0.24816562612969095,False,13,13,10,9,0,,False,4,20,32,15,39,12,24,16,36,11,43,20,32,4,4,4,4,False,159,288,640,450,0.703125,2313,1961,2151,0.01786850020289421,0.017876990139484406,0.01769981160759926,4,,False,False,False,6157954af1d06728a4f5211a7b25467236a75286,5d5d0a71ce3b7c6f7d15f61570c33e45b2b9ef0e,ad91a6b964bb3e6171d77efa6fecee49b425de35,933c023b4abf6cbb4f2cc9aada63ca705e692aab
testing_35,canine soft tissue sarcoma,410.tiff,410,5,20701,6310.0,4831.0,0.24816562612969095,False,13,13,10,8,0,,False,4,10,38,9,41,28,32,6,42,5,45,36,40,4,4,4,4,False,501,896,1440,963,0.66875,1705,1161,1638,0.022572984918951988,0.022262392565608025,0.022150713950395584,4,,False,False,False,2f70067c436b1a00fe0e3c67250c5ba3958961f6,612d9af93288e66997f19345e5970d8c5b006864,1236bd2d0707e97688a8107639332970fed64bc3,7c50c750a6a64850cb2970ad2ba1b1b74d69c511
testing_35,canine soft tissue sarcoma,425.tiff,425,0,21116,4612.0,559.0,0.24816562612969095,True,11,11,11,11,0,,False,4,8,43,0,39,35,39,4,47,0,43,43,43,4,4,0,4,True,700,1365,1849,1311,0.7090319091400757,1236,752,1290,0.052559204399585724,0.046320900321006775,0.05120950937271118,4,,False,False,False,b25fa2dfab07c3e0831d6caf4a45686fc4a78578,f87be5561f0e395d80e50b39972181731d274262,5c5b0675b9d3fb353d73f98afe31ff1d1fe71eaf,74489143dc1922300daad92a37600bfefafde268
testing_35,canine soft tissue sarcoma,425.tiff,425,1,21113,2166.0,544.0,0.24816562612969095,True,11,11,11,10,0,,False,4,5,50,0,50,45,50,1,51,0,51,50,51,4,1,0,1,True,1034,2250,2550,1905,0.7470588235294118,351,51,696,0.06248873099684715,0.05989888310432434,0.05912429094314575,4,,False,False,False,b07d4d0976f2f1d00d1e7c179f1b76d6e4199fa7,b87143db3eea5186e01245a4c45792ab227d4eae,6949c0f458bbba2b08ee69e85c0096b18e846683,79bf1aaef342b6d456c6e0a3164374c674dbe3c7
