rank,cx,cy,score,od,bucket,matched_ann_id,matched_category,file_name
1945,5520.0,4386.0,0.4543493,0.09448636323213577,non_human_findings,-1,0,506.tiff
1946,1721.0,4741.0,0.5171633,0.0944582000374794,non_human_findings,-1,0,506.tiff
1947,1217.0,4698.0,0.4894148,0.09445376694202423,non_human_findings,-1,0,506.tiff
1948,44.0,2284.0,0.4478392,0.09444792568683624,non_human_findings,-1,0,506.tiff
1949,7142.0,574.0,0.48889259,0.0944458395242691,non_human_findings,-1,0,506.tiff
1950,1494.0,684.0,0.39560926,0.09443915635347366,non_human_findings,-1,0,506.tiff
1951,1142.0,856.0,0.42045516,0.09443540126085281,non_human_findings,-1,0,506.tiff
1952,6914.0,4209.0,0.41893494,0.0944298654794693,non_human_findings,-1,0,506.tiff
1953,2030.0,2056.0,0.39442292,0.09442288428544998,non_human_findings,-1,0,506.tiff
1954,2038.0,26.0,0.4796738,0.09441748261451721,non_human_findings,-1,0,506.tiff
1955,2630.0,2178.0,0.54537344,0.09441050887107849,non_human_findings,-1,0,506.tiff
1956,1583.0,3252.0,0.47444686,0.09440959990024567,non_human_findings,-1,0,506.tiff
1957,7156.0,5193.0,0.4908123,0.09440191835165024,non_human_findings,-1,0,506.tiff
1958,3589.0,3681.0,0.47462362,0.09438563883304596,non_human_findings,-1,0,506.tiff
1959,726.0,1003.0,0.5803516,0.0943773090839386,non_human_findings,-1,0,506.tiff
1960,5340.0,4189.0,0.52408993,0.09436582773923874,non_human_findings,-1,0,506.tiff
1961,1297.0,762.0,0.43549415,0.09436481446027756,non_human_findings,-1,0,506.tiff
1962,6842.0,4608.0,0.6246486,0.09436213225126266,non_human_findings,-1,0,506.tiff
1963,5189.0,4605.0,0.44067436,0.09436169266700745,non_human_findings,-1,0,506.tiff
1964,2433.0,1943.0,0.47191387,0.09434128552675247,non_human_findings,-1,0,506.tiff
1965,4812.0,1381.0,0.5349943,0.09433513134717941,non_human_findings,-1,0,506.tiff
1966,4870.0,4589.0,0.5110806,0.09432751685380936,non_human_findings,-1,0,506.tiff
1967,3888.0,4888.0,0.47870743,0.09432574361562729,non_human_findings,-1,0,506.tiff
1968,4264.0,1461.0,0.59143955,0.09431448578834534,non_human_findings,-1,0,506.tiff
1969,2484.0,364.0,0.578336,0.09430088847875595,non_human_findings,-1,0,506.tiff
1970,5306.0,4705.0,0.55969596,0.09429530054330826,non_human_findings,-1,0,506.tiff
1971,2965.0,3004.0,0.52194303,0.09428685903549194,non_human_findings,-1,0,506.tiff
1972,4827.0,333.0,0.40568238,0.09428265690803528,non_human_findings,-1,0,506.tiff
1973,6484.0,3507.0,0.39442742,0.09425697475671768,non_human_findings,-1,0,506.tiff
1974,7027.0,476.0,0.57451755,0.09423574060201645,non_human_findings,-1,0,506.tiff
1975,2111.0,3804.0,0.498628,0.09420623630285263,non_human_findings,-1,0,506.tiff
1976,3464.0,259.0,0.509138,0.09420591592788696,non_human_findings,-1,0,506.tiff
1977,3741.0,2989.0,0.61650026,0.09418320655822754,non_human_findings,-1,0,506.tiff
1978,1903.0,2170.0,0.47408083,0.09418030083179474,non_human_findings,-1,0,506.tiff
1979,3141.0,1553.0,0.5697639,0.09417742490768433,non_human_findings,-1,0,506.tiff
1980,5855.0,2192.0,0.5611345,0.0941668152809143,non_human_findings,-1,0,506.tiff
1981,3555.0,1465.0,0.5078297,0.09416574239730835,non_human_findings,-1,0,506.tiff
1982,2003.0,4770.0,0.57016444,0.09414863586425781,non_human_findings,-1,0,506.tiff
1983,3312.0,2611.0,0.4621567,0.0941447764635086,non_human_findings,-1,0,506.tiff
1984,3264.0,4437.0,0.60151935,0.0941261500120163,non_human_findings,-1,0,506.tiff
1985,2302.0,2324.0,0.44932505,0.09410917013883591,non_human_findings,-1,0,506.tiff
1986,3769.0,938.0,0.41185287,0.09409213066101074,non_human_findings,-1,0,506.tiff
1987,4146.0,3504.0,0.426291,0.09407320618629456,non_human_findings,-1,0,506.tiff
1988,2334.0,4621.0,0.5032372,0.09406956285238266,non_human_findings,-1,0,506.tiff
1989,3300.0,1329.0,0.4327961,0.09405350685119629,non_human_findings,-1,0,506.tiff
1990,2377.0,2545.0,0.44777134,0.09405157715082169,non_human_findings,-1,0,506.tiff
1991,1315.0,1474.0,0.4014704,0.09404849261045456,non_human_findings,-1,0,506.tiff
1992,4115.0,2843.0,0.5765489,0.09404467046260834,non_human_findings,-1,0,506.tiff
1993,1001.0,3923.0,0.43499744,0.09403692185878754,non_human_findings,-1,0,506.tiff
1994,5745.0,2754.0,0.46323395,0.09402067959308624,non_human_findings,-1,0,506.tiff
1995,1523.0,1664.0,0.41459092,0.09402049332857132,non_human_findings,-1,0,506.tiff
1996,2652.0,2833.0,0.40543783,0.09401581436395645,non_human_findings,-1,0,506.tiff
1997,3474.0,804.0,0.41896367,0.09400328993797302,non_human_findings,-1,0,506.tiff
1998,2727.0,3558.0,0.411357,0.09400127083063126,non_human_findings,-1,0,506.tiff
1999,5903.0,2501.0,0.56753886,0.09399974346160889,non_human_findings,-1,0,506.tiff
2000,4192.0,3612.0,0.5264636,0.09398002922534943,non_human_findings,-1,0,506.tiff
2001,3374.0,4736.0,0.40266734,0.09397900104522705,non_human_findings,-1,0,506.tiff
2002,3769.0,4915.0,0.41527727,0.09396067261695862,non_human_findings,-1,0,506.tiff
2003,5123.0,1301.0,0.4748349,0.09394803643226624,non_human_findings,-1,0,506.tiff
2004,3484.0,2205.0,0.49276707,0.09392236918210983,non_human_findings,-1,0,506.tiff
2005,3505.0,2515.0,0.4742357,0.0939079076051712,non_human_findings,-1,0,506.tiff
2006,3687.0,4963.0,0.58718735,0.093907430768013,non_human_findings,-1,0,506.tiff
2007,1763.0,1568.0,0.47072384,0.0938877984881401,non_human_findings,-1,0,506.tiff
2008,2251.0,5172.0,0.44090632,0.09388653934001923,non_human_findings,-1,0,506.tiff
2009,4246.0,2333.0,0.5497446,0.09388439357280731,non_human_findings,-1,0,506.tiff
2010,4413.0,1072.0,0.47297567,0.09383878111839294,non_human_findings,-1,0,506.tiff
2011,975.0,152.0,0.5095172,0.0938335731625557,non_human_findings,-1,0,506.tiff
2012,6273.0,4204.0,0.42224002,0.09382124245166779,non_human_findings,-1,0,506.tiff
2013,3372.0,4849.0,0.5252774,0.09382069110870361,non_human_findings,-1,0,506.tiff
2014,2793.0,1363.0,0.44421515,0.09380128234624863,non_human_findings,-1,0,506.tiff
2015,27.0,1225.0,0.4977098,0.0937943086028099,non_human_findings,-1,0,506.tiff
2016,6262.0,64.0,0.40048236,0.09377149492502213,non_human_findings,-1,0,506.tiff
2017,4588.0,3076.0,0.46441263,0.0937628522515297,non_human_findings,-1,0,506.tiff
2018,1552.0,442.0,0.49349242,0.09373984485864639,non_human_findings,-1,0,506.tiff
2019,1103.0,185.0,0.545558,0.09373434633016586,non_human_findings,-1,0,506.tiff
2020,3891.0,965.0,0.44516098,0.0937173068523407,non_human_findings,-1,0,506.tiff
2021,1620.0,1191.0,0.41184267,0.09367556124925613,non_human_findings,-1,0,506.tiff
2022,1014.0,4060.0,0.44555306,0.09367287158966064,non_human_findings,-1,0,506.tiff
2023,1803.0,1457.0,0.49235433,0.09367029368877411,non_human_findings,-1,0,506.tiff
2024,5203.0,4986.0,0.49139875,0.09366606920957565,non_human_findings,-1,0,506.tiff
2025,5618.0,2485.0,0.43362746,0.09364548325538635,non_human_findings,-1,0,506.tiff
2026,1995.0,1120.0,0.49328125,0.09363148361444473,non_human_findings,-1,0,506.tiff
2027,5358.0,3742.0,0.40251416,0.09362668544054031,non_human_findings,-1,0,506.tiff
2028,2282.0,5093.0,0.42168376,0.09362485259771347,non_human_findings,-1,0,506.tiff
2029,6223.0,1095.0,0.42616406,0.0936184823513031,non_human_findings,-1,0,506.tiff
2030,1335.0,1189.0,0.44175708,0.09361514449119568,non_human_findings,-1,0,506.tiff
2031,1484.0,900.0,0.5446982,0.09361118823289871,non_human_findings,-1,0,506.tiff
2032,267.0,2119.0,0.49810356,0.09360893815755844,non_human_findings,-1,0,506.tiff
2033,5948.0,2042.0,0.4292923,0.09360805153846741,non_human_findings,-1,0,506.tiff
2034,1927.0,3857.0,0.5118957,0.09359986335039139,non_human_findings,-1,0,506.tiff
2035,3592.0,5200.0,0.39133927,0.09359971433877945,non_human_findings,-1,0,506.tiff
2036,1586.0,1721.0,0.6033008,0.09359552711248398,non_human_findings,-1,0,506.tiff
2037,1402.0,4652.0,0.5198414,0.09359310567378998,non_human_findings,-1,0,506.tiff
2038,3733.0,381.0,0.4605555,0.09358379244804382,non_human_findings,-1,0,506.tiff
2039,3959.0,3090.0,0.6089947,0.09358125925064087,non_human_findings,-1,0,506.tiff
2040,5193.0,2927.0,0.41138864,0.09357185661792755,non_human_findings,-1,0,506.tiff
2041,4685.0,1367.0,0.5233814,0.09356996417045593,non_human_findings,-1,0,506.tiff
2042,6376.0,3722.0,0.4084462,0.09355787932872772,non_human_findings,-1,0,506.tiff
2043,4205.0,2708.0,0.38929316,0.09355643391609192,non_human_findings,-1,0,506.tiff
2044,4377.0,3935.0,0.50546604,0.09355241060256958,non_human_findings,-1,0,506.tiff
2045,6642.0,1957.0,0.5266692,0.09353534132242203,non_human_findings,-1,0,506.tiff
2046,2801.0,3372.0,0.44916975,0.09353356063365936,non_human_findings,-1,0,506.tiff
2047,6975.0,2761.0,0.43843323,0.09352977573871613,non_human_findings,-1,0,506.tiff
2048,5500.0,4223.0,0.46723208,0.09352435916662216,non_human_findings,-1,0,506.tiff
2049,3120.0,349.0,0.45603225,0.09352221339941025,non_human_findings,-1,0,506.tiff
2050,2080.0,4072.0,0.43053326,0.09351594001054764,human_rejected_label,24248,2,506.tiff
2051,3900.0,1312.0,0.51285505,0.09351322799921036,non_human_findings,-1,0,506.tiff
2052,2461.0,5039.0,0.52662987,0.09348060190677643,non_human_findings,-1,0,506.tiff
2053,4633.0,1162.0,0.44375998,0.09344148635864258,non_human_findings,-1,0,506.tiff
2054,6534.0,3593.0,0.44764706,0.09343376755714417,non_human_findings,-1,0,506.tiff
2055,3722.0,2448.0,0.40019444,0.0934285894036293,non_human_findings,-1,0,506.tiff
2056,2903.0,1565.0,0.41633806,0.09340205788612366,non_human_findings,-1,0,506.tiff
2057,3675.0,4616.0,0.4315773,0.09340016543865204,non_human_findings,-1,0,506.tiff
2058,244.0,2800.0,0.4936984,0.0933849960565567,non_human_findings,-1,0,506.tiff
2059,1161.0,1330.0,0.46716008,0.09337930381298065,non_human_findings,-1,0,506.tiff
2060,771.0,2161.0,0.5115872,0.09337562322616577,non_human_findings,-1,0,506.tiff
2061,6820.0,2250.0,0.421554,0.09337117522954941,non_human_findings,-1,0,506.tiff
2062,3618.0,2555.0,0.47693992,0.09336978942155838,non_human_findings,-1,0,506.tiff
2063,3350.0,5360.0,0.45893568,0.09335935860872269,non_human_findings,-1,0,506.tiff
2064,1989.0,5180.0,0.43342525,0.09333516657352448,non_human_findings,-1,0,506.tiff
2065,3265.0,3064.0,0.46958992,0.09332498162984848,non_human_findings,-1,0,506.tiff
2066,1556.0,2392.0,0.49007025,0.09330104291439056,non_human_findings,-1,0,506.tiff
2067,2053.0,2660.0,0.5219321,0.09329524636268616,non_human_findings,-1,0,506.tiff
2068,3448.0,4345.0,0.38911715,0.09327922761440277,non_human_findings,-1,0,506.tiff
2069,2111.0,2201.0,0.41101587,0.09327805042266846,non_human_findings,-1,0,506.tiff
2070,1477.0,4782.0,0.41348365,0.09325597435235977,non_human_findings,-1,0,506.tiff
2071,3430.0,3241.0,0.4444836,0.09320536255836487,non_human_findings,-1,0,506.tiff
2072,1426.0,348.0,0.457041,0.09320395439863205,non_human_findings,-1,0,506.tiff
2073,1192.0,964.0,0.5032562,0.0932031199336052,non_human_findings,-1,0,506.tiff
2074,5413.0,4140.0,0.41841063,0.0931965783238411,non_human_findings,-1,0,506.tiff
2075,3733.0,746.0,0.44031826,0.09318718314170837,non_human_findings,-1,0,506.tiff
2076,2665.0,5321.0,0.42642787,0.09317883849143982,non_human_findings,-1,0,506.tiff
2077,4038.0,3317.0,0.4296894,0.09316246211528778,non_human_findings,-1,0,506.tiff
2078,5330.0,1206.0,0.41639623,0.0931616798043251,non_human_findings,-1,0,506.tiff
2079,4870.0,2873.0,0.5352192,0.09313898533582687,non_human_findings,-1,0,506.tiff
2080,2776.0,2360.0,0.4993055,0.0931185781955719,non_human_findings,-1,0,506.tiff
2081,1592.0,921.0,0.41871223,0.09310973435640335,non_human_findings,-1,0,506.tiff
2082,7052.0,4295.0,0.3938925,0.09310547262430191,non_human_findings,-1,0,506.tiff
2083,6160.0,1735.0,0.5153882,0.0931011363863945,non_human_findings,-1,0,506.tiff
2084,5598.0,3278.0,0.5169958,0.09304539859294891,non_human_findings,-1,0,506.tiff
2085,1369.0,2577.0,0.45600712,0.09304312616586685,non_human_findings,-1,0,506.tiff
2086,5128.0,4580.0,0.41437417,0.09303123503923416,non_human_findings,-1,0,506.tiff
2087,2170.0,1826.0,0.4067333,0.09302842617034912,non_human_findings,-1,0,506.tiff
2088,941.0,4348.0,0.5218293,0.09302101284265518,non_human_findings,-1,0,506.tiff
2089,2989.0,2421.0,0.41763002,0.09302008152008057,non_human_findings,-1,0,506.tiff
2090,3099.0,1156.0,0.43104243,0.09301836788654327,non_human_findings,-1,0,506.tiff
2091,2772.0,5359.0,0.3984745,0.09300710260868073,non_human_findings,-1,0,506.tiff
2092,2629.0,2023.0,0.4811504,0.09300658851861954,non_human_findings,-1,0,506.tiff
2093,3667.0,3064.0,0.4073395,0.09299924969673157,non_human_findings,-1,0,506.tiff
2094,3471.0,740.0,0.44238937,0.0929911658167839,non_human_findings,-1,0,506.tiff
2095,1704.0,4708.0,0.45456114,0.09296426922082901,non_human_findings,-1,0,506.tiff
2096,3723.0,4120.0,0.42364028,0.0929550901055336,non_human_findings,-1,0,506.tiff
2097,3582.0,5035.0,0.49411324,0.09295309334993362,non_human_findings,-1,0,506.tiff
2098,2874.0,3023.0,0.4740932,0.09293190389871597,non_human_findings,-1,0,506.tiff
2099,5851.0,4952.0,0.5053311,0.09291259944438934,non_human_findings,-1,0,506.tiff
2100,5687.0,1648.0,0.39620385,0.09291061758995056,non_human_findings,-1,0,506.tiff
2101,3556.0,2888.0,0.40380305,0.09290885925292969,non_human_findings,-1,0,506.tiff
2102,4394.0,2910.0,0.49975696,0.09288525581359863,non_human_findings,-1,0,506.tiff
2103,148.0,2587.0,0.49284574,0.09287305921316147,non_human_findings,-1,0,506.tiff
2104,3464.0,2635.0,0.5491178,0.09287199378013611,non_human_findings,-1,0,506.tiff
2105,1953.0,4138.0,0.4773605,0.092859648168087,non_human_findings,-1,0,506.tiff
2106,7067.0,4443.0,0.55327415,0.09285950660705566,non_human_findings,-1,0,506.tiff
2107,2356.0,2919.0,0.38995612,0.09284870326519012,non_human_findings,-1,0,506.tiff
2108,6942.0,2991.0,0.4582728,0.09284134209156036,non_human_findings,-1,0,506.tiff
2109,1360.0,1683.0,0.49212816,0.09283697605133057,non_human_findings,-1,0,506.tiff
2110,172.0,852.0,0.49539658,0.09281302243471146,non_human_findings,-1,0,506.tiff
2111,2968.0,3335.0,0.42510536,0.0928032398223877,non_human_findings,-1,0,506.tiff
2112,2027.0,5087.0,0.5659291,0.09278704226016998,non_human_findings,-1,0,506.tiff
2113,4252.0,3306.0,0.44746628,0.0927852913737297,non_human_findings,-1,0,506.tiff
2114,1594.0,1095.0,0.42077547,0.09277845174074173,non_human_findings,-1,0,506.tiff
2115,3512.0,474.0,0.49034163,0.09277055412530899,non_human_findings,-1,0,506.tiff
2116,3317.0,1135.0,0.39383677,0.09277048707008362,non_human_findings,-1,0,506.tiff
2117,1489.0,4836.0,0.5784329,0.09277007728815079,non_human_findings,-1,0,506.tiff
2118,1291.0,4715.0,0.52587897,0.09276458621025085,non_human_findings,-1,0,506.tiff
2119,6461.0,3402.0,0.50729066,0.092747263610363,non_human_findings,-1,0,506.tiff
2120,1987.0,4656.0,0.39082837,0.09274179488420486,non_human_findings,-1,0,506.tiff
2121,2531.0,3276.0,0.4853616,0.09271928668022156,non_human_findings,-1,0,506.tiff
2122,1163.0,4121.0,0.43350786,0.09271316975355148,non_human_findings,-1,0,506.tiff
2123,3377.0,512.0,0.5028566,0.09270300716161728,non_human_findings,-1,0,506.tiff
2124,6672.0,336.0,0.41100478,0.09269651025533676,non_human_findings,-1,0,506.tiff
2125,6661.0,1731.0,0.6273189,0.09269148111343384,non_human_findings,-1,0,506.tiff
2126,5883.0,1824.0,0.44791266,0.09266969561576843,non_human_findings,-1,0,506.tiff
2127,5188.0,5280.0,0.40777746,0.09264890849590302,non_human_findings,-1,0,506.tiff
2128,5456.0,2753.0,0.42486456,0.09264671802520752,non_human_findings,-1,0,506.tiff
2129,448.0,3280.0,0.42412734,0.09264376014471054,non_human_findings,-1,0,506.tiff
2130,3745.0,3959.0,0.5345353,0.09264182299375534,non_human_findings,-1,0,506.tiff
2131,1746.0,1157.0,0.6096755,0.0926266461610794,non_human_findings,-1,0,506.tiff
2132,6531.0,1996.0,0.44081214,0.0926261767745018,non_human_findings,-1,0,506.tiff
2133,4556.0,997.0,0.4768946,0.09259999543428421,non_human_findings,-1,0,506.tiff
2134,4033.0,385.0,0.4404418,0.09259825199842453,non_human_findings,-1,0,506.tiff
2135,5621.0,1309.0,0.41049418,0.092594213783741,non_human_findings,-1,0,506.tiff
2136,3505.0,1272.0,0.63093305,0.09258309751749039,non_human_findings,-1,0,506.tiff
2137,5902.0,1502.0,0.4049138,0.09258060157299042,non_human_findings,-1,0,506.tiff
2138,2780.0,3554.0,0.6222104,0.09258023649454117,non_human_findings,-1,0,506.tiff
2139,4599.0,3868.0,0.4724738,0.09257496148347855,non_human_findings,-1,0,506.tiff
2140,839.0,1731.0,0.42204082,0.0925501212477684,non_human_findings,-1,0,506.tiff
2141,3798.0,1784.0,0.45145354,0.09253828972578049,non_human_findings,-1,0,506.tiff
2142,4630.0,4049.0,0.6235403,0.09253014624118805,non_human_findings,-1,0,506.tiff
2143,299.0,2829.0,0.56603765,0.092527836561203,non_human_findings,-1,0,506.tiff
2144,2287.0,4572.0,0.39781618,0.09251287579536438,non_human_findings,-1,0,506.tiff
2145,7123.0,4750.0,0.5471371,0.09249753504991531,non_human_findings,-1,0,506.tiff
2146,151.0,1826.0,0.53293747,0.09249597042798996,non_human_findings,-1,0,506.tiff
2147,5239.0,5266.0,0.41829398,0.09246550500392914,non_human_findings,-1,0,506.tiff
2148,3553.0,713.0,0.47616127,0.09246470779180527,non_human_findings,-1,0,506.tiff
2149,2174.0,4511.0,0.49045756,0.09243695437908173,non_human_findings,-1,0,506.tiff
2150,1891.0,2920.0,0.38942808,0.09243417531251907,non_human_findings,-1,0,506.tiff
2151,6452.0,4299.0,0.57859445,0.09243360906839371,non_human_findings,-1,0,506.tiff
2152,3199.0,3042.0,0.48711088,0.09241744875907898,non_human_findings,-1,0,506.tiff
2153,2201.0,4308.0,0.45835635,0.09241616725921631,non_human_findings,-1,0,506.tiff
2154,2436.0,2338.0,0.4956535,0.0924089103937149,non_human_findings,-1,0,506.tiff
2155,193.0,2476.0,0.44802597,0.0924069955945015,non_human_findings,-1,0,506.tiff
2156,514.0,2227.0,0.5666374,0.09240509569644928,non_human_findings,-1,0,506.tiff
2157,3435.0,1752.0,0.5310328,0.09239184856414795,non_human_findings,-1,0,506.tiff
2158,4143.0,2276.0,0.42245346,0.09239127486944199,non_human_findings,-1,0,506.tiff
2159,5519.0,2153.0,0.4263402,0.09238829463720322,non_human_findings,-1,0,506.tiff
2160,2750.0,1398.0,0.521743,0.09238503128290176,non_human_findings,-1,0,506.tiff
2161,5744.0,207.0,0.5679183,0.09238357841968536,non_human_findings,-1,0,506.tiff
2162,2381.0,3535.0,0.4019981,0.09237902611494064,non_human_findings,-1,0,506.tiff
2163,3611.0,3406.0,0.4368787,0.09237584471702576,non_human_findings,-1,0,506.tiff
2164,5661.0,4792.0,0.6463501,0.09234973043203354,non_human_findings,-1,0,506.tiff
2165,341.0,1475.0,0.582853,0.0923389345407486,non_human_findings,-1,0,506.tiff
2166,1914.0,2104.0,0.5953185,0.09233637899160385,non_human_findings,-1,0,506.tiff
2167,1042.0,1618.0,0.42442846,0.0923321396112442,non_human_findings,-1,0,506.tiff
2168,5622.0,2877.0,0.4580602,0.09231863915920258,non_human_findings,-1,0,506.tiff
2169,5158.0,2022.0,0.510313,0.0923178419470787,non_human_findings,-1,0,506.tiff
2170,3914.0,662.0,0.52002895,0.09230279922485352,non_human_findings,-1,0,506.tiff
2171,3091.0,1892.0,0.62535214,0.09229987114667892,non_human_findings,-1,0,506.tiff
2172,1830.0,4088.0,0.5017886,0.09228738397359848,non_human_findings,-1,0,506.tiff
2173,5471.0,512.0,0.5025642,0.09227869659662247,non_human_findings,-1,0,506.tiff
2174,3402.0,3267.0,0.42287508,0.09227696806192398,non_human_findings,-1,0,506.tiff
2175,5226.0,4153.0,0.5186434,0.09227374196052551,non_human_findings,-1,0,506.tiff
2176,2567.0,1926.0,0.41787803,0.09226465970277786,non_human_findings,-1,0,506.tiff
2177,4232.0,3180.0,0.437339,0.09224847704172134,non_human_findings,-1,0,506.tiff
2178,1830.0,1058.0,0.39458126,0.09224773943424225,non_human_findings,-1,0,506.tiff
2179,1541.0,1532.0,0.40220666,0.09223907440900803,non_human_findings,-1,0,506.tiff
2180,2340.0,2552.0,0.41726926,0.09223704785108566,non_human_findings,-1,0,506.tiff
2181,3610.0,3220.0,0.5132466,0.09222311526536942,non_human_findings,-1,0,506.tiff
2182,6728.0,3314.0,0.4950959,0.09222289174795151,non_human_findings,-1,0,506.tiff
2183,1689.0,809.0,0.43059078,0.09221749007701874,non_human_findings,-1,0,506.tiff
2184,5437.0,4016.0,0.4173732,0.09221456944942474,non_human_findings,-1,0,506.tiff
2185,6193.0,1039.0,0.5048375,0.09220990538597107,non_human_findings,-1,0,506.tiff
2186,5666.0,2133.0,0.44397277,0.09220436960458755,non_human_findings,-1,0,506.tiff
2187,1191.0,4358.0,0.45174664,0.0921979546546936,non_human_findings,-1,0,506.tiff
2188,3800.0,3380.0,0.5141169,0.0921865925192833,non_human_findings,-1,0,506.tiff
2189,651.0,1984.0,0.40223435,0.09218409657478333,non_human_findings,-1,0,506.tiff
2190,2782.0,3182.0,0.42184007,0.09217994660139084,non_human_findings,-1,0,506.tiff
2191,3486.0,627.0,0.46937287,0.09217389672994614,non_human_findings,-1,0,506.tiff
2192,3652.0,906.0,0.48373732,0.09217382222414017,non_human_findings,-1,0,506.tiff
2193,1163.0,2430.0,0.5663684,0.09214428812265396,non_human_findings,-1,0,506.tiff
2194,5804.0,2091.0,0.44103703,0.09214282035827637,non_human_findings,-1,0,506.tiff
2195,1908.0,4971.0,0.5227801,0.09213709831237793,non_human_findings,-1,0,506.tiff
2196,6386.0,980.0,0.5179086,0.09213370084762573,non_human_findings,-1,0,506.tiff
2197,2019.0,1908.0,0.5175674,0.0921327993273735,non_human_findings,-1,0,506.tiff
2198,3726.0,2156.0,0.45973325,0.09213173389434814,non_human_findings,-1,0,506.tiff
2199,5585.0,385.0,0.4362448,0.09212476015090942,non_human_findings,-1,0,506.tiff
2200,2928.0,3364.0,0.4842795,0.09212183207273483,non_human_findings,-1,0,506.tiff
2201,4670.0,3333.0,0.43272728,0.09211841225624084,non_human_findings,-1,0,506.tiff
2202,2198.0,2338.0,0.53237426,0.09209036827087402,non_human_findings,-1,0,506.tiff
2203,3070.0,1363.0,0.5048675,0.09208396822214127,non_human_findings,-1,0,506.tiff
2204,4714.0,625.0,0.41155493,0.09208136051893234,non_human_findings,-1,0,506.tiff
2205,3259.0,1522.0,0.49149603,0.09207787364721298,non_human_findings,-1,0,506.tiff
2206,3240.0,1604.0,0.42636755,0.0920548066496849,non_human_findings,-1,0,506.tiff
2207,4096.0,3866.0,0.45037904,0.09204288572072983,non_human_findings,-1,0,506.tiff
2208,1640.0,435.0,0.46982208,0.0920344665646553,non_human_findings,-1,0,506.tiff
2209,1759.0,1041.0,0.41730297,0.09202700108289719,non_human_findings,-1,0,506.tiff
2210,5599.0,1854.0,0.5812103,0.09201476722955704,non_human_findings,-1,0,506.tiff
2211,5572.0,1443.0,0.49691808,0.09201031923294067,non_human_findings,-1,0,506.tiff
2212,3622.0,803.0,0.4687477,0.09200160205364227,non_human_findings,-1,0,506.tiff
2213,1566.0,1060.0,0.5082447,0.09199979901313782,non_human_findings,-1,0,506.tiff
2214,5193.0,3154.0,0.56562924,0.09198248386383057,non_human_findings,-1,0,506.tiff
2215,3658.0,5330.0,0.45549202,0.091977559030056,non_human_findings,-1,0,506.tiff
2216,6507.0,3481.0,0.43257377,0.09193358570337296,non_human_findings,-1,0,506.tiff
2217,4426.0,572.0,0.3987932,0.09191567450761795,non_human_findings,-1,0,506.tiff
2218,2457.0,1828.0,0.4966216,0.09190980345010757,non_human_findings,-1,0,506.tiff
2219,245.0,3102.0,0.47244895,0.09190725535154343,non_human_findings,-1,0,506.tiff
2220,4833.0,3880.0,0.5678847,0.09189696609973907,non_human_findings,-1,0,506.tiff
2221,4427.0,4247.0,0.5090288,0.09189581871032715,non_human_findings,-1,0,506.tiff
2222,5477.0,2134.0,0.4581184,0.0918833389878273,non_human_findings,-1,0,506.tiff
2223,4146.0,4397.0,0.4202603,0.09188264608383179,non_human_findings,-1,0,506.tiff
2224,3104.0,88.0,0.5852973,0.09187836945056915,non_human_findings,-1,0,506.tiff
2225,2051.0,4112.0,0.49489042,0.09187576919794083,non_human_findings,-1,0,506.tiff
2226,5808.0,2004.0,0.5484719,0.0918508917093277,non_human_findings,-1,0,506.tiff
2227,1967.0,3059.0,0.48404315,0.09184996783733368,non_human_findings,-1,0,506.tiff
2228,3227.0,4677.0,0.49684218,0.09183169156312943,non_human_findings,-1,0,506.tiff
2229,5167.0,5336.0,0.46807206,0.09181854128837585,non_human_findings,-1,0,506.tiff
2230,6115.0,5125.0,0.5368454,0.09180177748203278,non_human_findings,-1,0,506.tiff
2231,3958.0,2520.0,0.46524984,0.09179999679327011,non_human_findings,-1,0,506.tiff
2232,888.0,1594.0,0.5591969,0.09179894626140594,non_human_findings,-1,0,506.tiff
2233,1605.0,1758.0,0.5275553,0.09179125726222992,non_human_findings,-1,0,506.tiff
2234,169.0,788.0,0.44414908,0.09179022908210754,non_human_findings,-1,0,506.tiff
2235,1468.0,837.0,0.4933945,0.09178989380598068,non_human_findings,-1,0,506.tiff
2236,2703.0,1938.0,0.44525513,0.09177839010953903,non_human_findings,-1,0,506.tiff
2237,3288.0,1765.0,0.47243014,0.09177368879318237,non_human_findings,-1,0,506.tiff
2238,2741.0,3733.0,0.39001006,0.09174760431051254,non_human_findings,-1,0,506.tiff
2239,4288.0,2692.0,0.47743824,0.09172419458627701,non_human_findings,-1,0,506.tiff
2240,5608.0,35.0,0.51328844,0.09171264618635178,non_human_findings,-1,0,506.tiff
2241,6273.0,1855.0,0.48361292,0.09168689697980881,non_human_findings,-1,0,506.tiff
2242,999.0,953.0,0.4662706,0.09167763590812683,non_human_findings,-1,0,506.tiff
2243,6605.0,3378.0,0.44302008,0.09167235344648361,non_human_findings,-1,0,506.tiff
2244,4402.0,2877.0,0.5485861,0.09166979789733887,non_human_findings,-1,0,506.tiff
2245,4866.0,3999.0,0.49698427,0.0916648879647255,non_human_findings,-1,0,506.tiff
2246,2269.0,2485.0,0.4270158,0.09165285527706146,non_human_findings,-1,0,506.tiff
2247,5073.0,3767.0,0.44936457,0.09163886308670044,non_human_findings,-1,0,506.tiff
2248,5408.0,4998.0,0.41630515,0.091622494161129,non_human_findings,-1,0,506.tiff
2249,1757.0,2375.0,0.40198338,0.0916152223944664,non_human_findings,-1,0,506.tiff
