table,key,column,notebook,audit,match
top30,529.tiff/gray_bbox/rank13,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank13,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank14,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank14,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank15,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank15,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank16,bucket,human_correct_label,human_correct_label,True
top30,529.tiff/gray_bbox/rank16,matched_ann_id,24904,24904,True
top30,529.tiff/gray_bbox/rank17,bucket,human_rejected_label,human_rejected_label,True
top30,529.tiff/gray_bbox/rank17,matched_ann_id,24902,24902,True
top30,529.tiff/gray_bbox/rank18,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank18,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank19,bucket,human_rejected_label,human_rejected_label,True
top30,529.tiff/gray_bbox/rank19,matched_ann_id,24916,24916,True
top30,529.tiff/gray_bbox/rank20,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank20,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank21,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank21,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank22,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank22,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank23,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank23,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank24,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank24,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank25,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank25,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank26,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank26,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank27,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank27,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank28,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank28,matched_ann_id,-1,-1,True
top30,529.tiff/gray_bbox/rank29,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/gray_bbox/rank29,matched_ann_id,-1,-1,True
per_roi,529.tiff/gray_bbox,n_gt_mitotic,19,19,True
per_roi,529.tiff/hem_bbox,tp_at_10 (independent repo-rule rematch),6,6,True
per_roi,529.tiff/hem_bbox,tp_at_10 (bucket column count),6,6,True
per_roi,529.tiff/hem_bbox,tp_at_20 (independent repo-rule rematch),8,8,True
per_roi,529.tiff/hem_bbox,tp_at_20 (bucket column count),8,8,True
per_roi,529.tiff/hem_bbox,tp_at_30 (independent repo-rule rematch),8,8,True
per_roi,529.tiff/hem_bbox,tp_at_30 (bucket column count),8,8,True
top30,529.tiff/hem_bbox/rank0,bucket,human_correct_label,human_correct_label,True
top30,529.tiff/hem_bbox/rank0,matched_ann_id,24930,24930,True
top30,529.tiff/hem_bbox/rank1,bucket,human_correct_label,human_correct_label,True
top30,529.tiff/hem_bbox/rank1,matched_ann_id,24925,24925,True
top30,529.tiff/hem_bbox/rank2,bucket,human_correct_label,human_correct_label,True
top30,529.tiff/hem_bbox/rank2,matched_ann_id,24934,24934,True
top30,529.tiff/hem_bbox/rank3,bucket,human_correct_label,human_correct_label,True
top30,529.tiff/hem_bbox/rank3,matched_ann_id,24908,24908,True
top30,529.tiff/hem_bbox/rank4,bucket,human_rejected_label,human_rejected_label,True
top30,529.tiff/hem_bbox/rank4,matched_ann_id,24942,24942,True
top30,529.tiff/hem_bbox/rank5,bucket,human_correct_label,human_correct_label,True
top30,529.tiff/hem_bbox/rank5,matched_ann_id,24905,24905,True
top30,529.tiff/hem_bbox/rank6,bucket,human_rejected_label,human_rejected_label,True
top30,529.tiff/hem_bbox/rank6,matched_ann_id,24933,24933,True
top30,529.tiff/hem_bbox/rank7,bucket,human_correct_label,human_correct_label,True
top30,529.tiff/hem_bbox/rank7,matched_ann_id,24909,24909,True
top30,529.tiff/hem_bbox/rank8,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank8,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank9,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank9,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank10,bucket,human_correct_label,human_correct_label,True
top30,529.tiff/hem_bbox/rank10,matched_ann_id,24907,24907,True
top30,529.tiff/hem_bbox/rank11,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank11,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank12,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank12,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank13,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank13,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank14,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank14,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank15,bucket,human_correct_label,human_correct_label,True
top30,529.tiff/hem_bbox/rank15,matched_ann_id,24904,24904,True
top30,529.tiff/hem_bbox/rank16,bucket,human_rejected_label,human_rejected_label,True
top30,529.tiff/hem_bbox/rank16,matched_ann_id,24902,24902,True
top30,529.tiff/hem_bbox/rank17,bucket,human_rejected_label,human_rejected_label,True
top30,529.tiff/hem_bbox/rank17,matched_ann_id,24916,24916,True
top30,529.tiff/hem_bbox/rank18,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank18,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank19,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank19,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank20,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank20,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank21,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank21,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank22,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank22,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank23,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank23,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank24,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank24,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank25,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank25,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank26,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank26,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank27,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank27,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank28,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank28,matched_ann_id,-1,-1,True
top30,529.tiff/hem_bbox/rank29,bucket,non_human_findings,non_human_findings,True
top30,529.tiff/hem_bbox/rank29,matched_ann_id,-1,-1,True
per_roi,529.tiff/hem_bbox,n_gt_mitotic,19,19,True
per_roi,548.tiff/default_51,tp_at_10 (independent repo-rule rematch),9,9,True
per_roi,548.tiff/default_51,tp_at_10 (bucket column count),9,9,True
per_roi,548.tiff/default_51,tp_at_20 (independent repo-rule rematch),15,15,True
per_roi,548.tiff/default_51,tp_at_20 (bucket column count),15,15,True
per_roi,548.tiff/default_51,tp_at_30 (independent repo-rule rematch),22,22,True
per_roi,548.tiff/default_51,tp_at_30 (bucket column count),22,22,True
top30,548.tiff/default_51/rank0,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank0,matched_ann_id,25757,25757,True
top30,548.tiff/default_51/rank1,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank1,matched_ann_id,25738,25738,True
top30,548.tiff/default_51/rank2,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank2,matched_ann_id,25717,25717,True
top30,548.tiff/default_51/rank3,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank3,matched_ann_id,25756,25756,True
top30,548.tiff/default_51/rank4,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank4,matched_ann_id,25742,25742,True
top30,548.tiff/default_51/rank5,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank5,matched_ann_id,25802,25802,True
top30,548.tiff/default_51/rank6,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/default_51/rank6,matched_ann_id,25917,25917,True
top30,548.tiff/default_51/rank7,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank7,matched_ann_id,25704,25704,True
top30,548.tiff/default_51/rank8,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank8,matched_ann_id,25765,25765,True
top30,548.tiff/default_51/rank9,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank9,matched_ann_id,25759,25759,True
top30,548.tiff/default_51/rank10,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank10,matched_ann_id,25718,25718,True
top30,548.tiff/default_51/rank11,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank11,matched_ann_id,25684,25684,True
top30,548.tiff/default_51/rank12,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank12,matched_ann_id,25764,25764,True
top30,548.tiff/default_51/rank13,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank13,matched_ann_id,25792,25792,True
top30,548.tiff/default_51/rank14,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/default_51/rank14,matched_ann_id,25892,25892,True
top30,548.tiff/default_51/rank15,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/default_51/rank15,matched_ann_id,25784,25784,True
top30,548.tiff/default_51/rank16,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank16,matched_ann_id,25794,25794,True
top30,548.tiff/default_51/rank17,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank17,matched_ann_id,25735,25735,True
top30,548.tiff/default_51/rank18,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/default_51/rank18,matched_ann_id,25814,25814,True
top30,548.tiff/default_51/rank19,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/default_51/rank19,matched_ann_id,25894,25894,True
top30,548.tiff/default_51/rank20,bucket,non_human_findings,non_human_findings,True
top30,548.tiff/default_51/rank20,matched_ann_id,-1,-1,True
top30,548.tiff/default_51/rank21,bucket,non_human_findings,non_human_findings,True
top30,548.tiff/default_51/rank21,matched_ann_id,-1,-1,True
top30,548.tiff/default_51/rank22,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank22,matched_ann_id,25782,25782,True
top30,548.tiff/default_51/rank23,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank23,matched_ann_id,25768,25768,True
top30,548.tiff/default_51/rank24,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank24,matched_ann_id,25726,25726,True
top30,548.tiff/default_51/rank25,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank25,matched_ann_id,25739,25739,True
top30,548.tiff/default_51/rank26,bucket,non_human_findings,non_human_findings,True
top30,548.tiff/default_51/rank26,matched_ann_id,-1,-1,True
top30,548.tiff/default_51/rank27,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank27,matched_ann_id,25916,25916,True
top30,548.tiff/default_51/rank28,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank28,matched_ann_id,25805,25805,True
top30,548.tiff/default_51/rank29,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/default_51/rank29,matched_ann_id,25818,25818,True
per_roi,548.tiff/default_51,n_gt_mitotic,238,238,True
per_roi,548.tiff/gray_bbox,tp_at_10 (independent repo-rule rematch),8,8,True
per_roi,548.tiff/gray_bbox,tp_at_10 (bucket column count),8,8,True
per_roi,548.tiff/gray_bbox,tp_at_20 (independent repo-rule rematch),13,13,True
per_roi,548.tiff/gray_bbox,tp_at_20 (bucket column count),13,13,True
per_roi,548.tiff/gray_bbox,tp_at_30 (independent repo-rule rematch),21,21,True
per_roi,548.tiff/gray_bbox,tp_at_30 (bucket column count),21,21,True
top30,548.tiff/gray_bbox/rank0,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank0,matched_ann_id,25757,25757,True
top30,548.tiff/gray_bbox/rank1,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank1,matched_ann_id,25738,25738,True
top30,548.tiff/gray_bbox/rank2,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank2,matched_ann_id,25717,25717,True
top30,548.tiff/gray_bbox/rank3,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank3,matched_ann_id,25756,25756,True
top30,548.tiff/gray_bbox/rank4,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank4,matched_ann_id,25802,25802,True
top30,548.tiff/gray_bbox/rank5,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/gray_bbox/rank5,matched_ann_id,25917,25917,True
top30,548.tiff/gray_bbox/rank6,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/gray_bbox/rank6,matched_ann_id,25892,25892,True
top30,548.tiff/gray_bbox/rank7,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank7,matched_ann_id,25765,25765,True
top30,548.tiff/gray_bbox/rank8,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank8,matched_ann_id,25759,25759,True
top30,548.tiff/gray_bbox/rank9,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank9,matched_ann_id,25718,25718,True
top30,548.tiff/gray_bbox/rank10,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank10,matched_ann_id,25764,25764,True
top30,548.tiff/gray_bbox/rank11,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank11,matched_ann_id,25792,25792,True
top30,548.tiff/gray_bbox/rank12,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/gray_bbox/rank12,matched_ann_id,25784,25784,True
top30,548.tiff/gray_bbox/rank13,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank13,matched_ann_id,25794,25794,True
top30,548.tiff/gray_bbox/rank14,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank14,matched_ann_id,25735,25735,True
top30,548.tiff/gray_bbox/rank15,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/gray_bbox/rank15,matched_ann_id,25814,25814,True
top30,548.tiff/gray_bbox/rank16,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/gray_bbox/rank16,matched_ann_id,25894,25894,True
top30,548.tiff/gray_bbox/rank17,bucket,non_human_findings,non_human_findings,True
top30,548.tiff/gray_bbox/rank17,matched_ann_id,-1,-1,True
top30,548.tiff/gray_bbox/rank18,bucket,non_human_findings,non_human_findings,True
top30,548.tiff/gray_bbox/rank18,matched_ann_id,-1,-1,True
top30,548.tiff/gray_bbox/rank19,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank19,matched_ann_id,25782,25782,True
top30,548.tiff/gray_bbox/rank20,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank20,matched_ann_id,25768,25768,True
top30,548.tiff/gray_bbox/rank21,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank21,matched_ann_id,25726,25726,True
top30,548.tiff/gray_bbox/rank22,bucket,non_human_findings,non_human_findings,True
top30,548.tiff/gray_bbox/rank22,matched_ann_id,-1,-1,True
top30,548.tiff/gray_bbox/rank23,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank23,matched_ann_id,25916,25916,True
top30,548.tiff/gray_bbox/rank24,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank24,matched_ann_id,25805,25805,True
top30,548.tiff/gray_bbox/rank25,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank25,matched_ann_id,25781,25781,True
top30,548.tiff/gray_bbox/rank26,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank26,matched_ann_id,25693,25693,True
top30,548.tiff/gray_bbox/rank27,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank27,matched_ann_id,25705,25705,True
top30,548.tiff/gray_bbox/rank28,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/gray_bbox/rank28,matched_ann_id,25877,25877,True
top30,548.tiff/gray_bbox/rank29,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/gray_bbox/rank29,matched_ann_id,25787,25787,True
per_roi,548.tiff/gray_bbox,n_gt_mitotic,238,238,True
per_roi,548.tiff/hem_bbox,tp_at_10 (independent repo-rule rematch),8,8,True
per_roi,548.tiff/hem_bbox,tp_at_10 (bucket column count),8,8,True
per_roi,548.tiff/hem_bbox,tp_at_20 (independent repo-rule rematch),13,13,True
per_roi,548.tiff/hem_bbox,tp_at_20 (bucket column count),13,13,True
per_roi,548.tiff/hem_bbox,tp_at_30 (independent repo-rule rematch),21,21,True
per_roi,548.tiff/hem_bbox,tp_at_30 (bucket column count),21,21,True
top30,548.tiff/hem_bbox/rank0,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank0,matched_ann_id,25757,25757,True
top30,548.tiff/hem_bbox/rank1,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank1,matched_ann_id,25738,25738,True
top30,548.tiff/hem_bbox/rank2,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank2,matched_ann_id,25717,25717,True
top30,548.tiff/hem_bbox/rank3,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank3,matched_ann_id,25742,25742,True
top30,548.tiff/hem_bbox/rank4,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank4,matched_ann_id,25756,25756,True
top30,548.tiff/hem_bbox/rank5,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank5,matched_ann_id,25802,25802,True
top30,548.tiff/hem_bbox/rank6,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/hem_bbox/rank6,matched_ann_id,25917,25917,True
top30,548.tiff/hem_bbox/rank7,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/hem_bbox/rank7,matched_ann_id,25892,25892,True
top30,548.tiff/hem_bbox/rank8,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank8,matched_ann_id,25765,25765,True
top30,548.tiff/hem_bbox/rank9,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank9,matched_ann_id,25759,25759,True
top30,548.tiff/hem_bbox/rank10,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank10,matched_ann_id,25718,25718,True
top30,548.tiff/hem_bbox/rank11,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank11,matched_ann_id,25764,25764,True
top30,548.tiff/hem_bbox/rank12,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank12,matched_ann_id,25792,25792,True
top30,548.tiff/hem_bbox/rank13,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/hem_bbox/rank13,matched_ann_id,25784,25784,True
top30,548.tiff/hem_bbox/rank14,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank14,matched_ann_id,25794,25794,True
top30,548.tiff/hem_bbox/rank15,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank15,matched_ann_id,25735,25735,True
top30,548.tiff/hem_bbox/rank16,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/hem_bbox/rank16,matched_ann_id,25814,25814,True
top30,548.tiff/hem_bbox/rank17,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/hem_bbox/rank17,matched_ann_id,25894,25894,True
top30,548.tiff/hem_bbox/rank18,bucket,non_human_findings,non_human_findings,True
top30,548.tiff/hem_bbox/rank18,matched_ann_id,-1,-1,True
top30,548.tiff/hem_bbox/rank19,bucket,non_human_findings,non_human_findings,True
top30,548.tiff/hem_bbox/rank19,matched_ann_id,-1,-1,True
top30,548.tiff/hem_bbox/rank20,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank20,matched_ann_id,25782,25782,True
top30,548.tiff/hem_bbox/rank21,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank21,matched_ann_id,25768,25768,True
top30,548.tiff/hem_bbox/rank22,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank22,matched_ann_id,25726,25726,True
top30,548.tiff/hem_bbox/rank23,bucket,non_human_findings,non_human_findings,True
top30,548.tiff/hem_bbox/rank23,matched_ann_id,-1,-1,True
top30,548.tiff/hem_bbox/rank24,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank24,matched_ann_id,25916,25916,True
top30,548.tiff/hem_bbox/rank25,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank25,matched_ann_id,25805,25805,True
top30,548.tiff/hem_bbox/rank26,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank26,matched_ann_id,25781,25781,True
top30,548.tiff/hem_bbox/rank27,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank27,matched_ann_id,25693,25693,True
top30,548.tiff/hem_bbox/rank28,bucket,human_correct_label,human_correct_label,True
top30,548.tiff/hem_bbox/rank28,matched_ann_id,25705,25705,True
top30,548.tiff/hem_bbox/rank29,bucket,human_rejected_label,human_rejected_label,True
top30,548.tiff/hem_bbox/rank29,matched_ann_id,25877,25877,True
per_roi,548.tiff/hem_bbox,n_gt_mitotic,238,238,True
clicks,013.tiff,seed belongs to this image,13,13,True
clicks,013.tiff,seed is mitotic,1,1,True
clicks,013.tiff,seed is unanimous,2,2,True
clicks,094.tiff,seed belongs to this image,94,94,True
clicks,094.tiff,seed is mitotic,1,1,True
clicks,094.tiff,seed is unanimous,2,2,True
clicks,201.tiff,seed belongs to this image,201,201,True
clicks,201.tiff,seed is mitotic,1,1,True
clicks,201.tiff,seed is unanimous,2,2,True
clicks,233.tiff,seed belongs to this image,233,233,True
clicks,233.tiff,seed is mitotic,1,1,True
clicks,233.tiff,seed is unanimous,2,2,True
clicks,245.tiff,seed belongs to this image,245,245,True
clicks,245.tiff,seed is mitotic,1,1,True
clicks,245.tiff,seed is unanimous,2,2,True
clicks,246.tiff,seed belongs to this image,246,246,True
clicks,246.tiff,seed is mitotic,1,1,True
clicks,246.tiff,seed is unanimous,2,2,True
clicks,300.tiff,seed belongs to this image,300,300,True
clicks,300.tiff,seed is mitotic,1,1,True
clicks,300.tiff,seed is unanimous,2,2,True
clicks,301.tiff,seed belongs to this image,301,301,True
clicks,301.tiff,seed is mitotic,1,1,True
clicks,301.tiff,seed is unanimous,2,2,True
clicks,402.tiff,seed belongs to this image,402,402,True
clicks,402.tiff,seed is mitotic,1,1,True
clicks,402.tiff,seed is unanimous,2,2,True
clicks,403.tiff,seed belongs to this image,403,403,True
clicks,403.tiff,seed is mitotic,1,1,True
clicks,403.tiff,seed is unanimous,2,2,True
clicks,459.tiff,seed belongs to this image,459,459,True
clicks,459.tiff,seed is mitotic,1,1,True
clicks,459.tiff,seed is unanimous,2,2,True
clicks,460.tiff,seed belongs to this image,460,460,True
clicks,460.tiff,seed is mitotic,1,1,True
clicks,460.tiff,seed is unanimous,2,2,True
clicks,529.tiff,seed belongs to this image,529,529,True
clicks,529.tiff,seed is mitotic,1,1,True
clicks,529.tiff,seed is unanimous,2,2,True
clicks,548.tiff,seed belongs to this image,548,548,True
clicks,548.tiff,seed is mitotic,1,1,True
clicks,548.tiff,seed is unanimous,2,2,True
per_roi,300.tiff/default_51,precision_at_10,0.9,0.9,True
per_roi,300.tiff/default_51,precision_at_20,0.95,0.95,True
per_roi,300.tiff/default_51,precision_at_30,0.9,0.9,True
per_roi,300.tiff/default_51,domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True
per_roi,300.tiff/gray_bbox,precision_at_10,0.9,0.9,True
per_roi,300.tiff/gray_bbox,precision_at_20,0.95,0.95,True
per_roi,300.tiff/gray_bbox,precision_at_30,0.9,0.9,True
per_roi,300.tiff/gray_bbox,domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True
per_roi,300.tiff/hem_bbox,precision_at_10,0.8,0.8,True
per_roi,300.tiff/hem_bbox,precision_at_20,0.85,0.85,True
per_roi,300.tiff/hem_bbox,precision_at_30,0.9,0.9,True
per_roi,300.tiff/hem_bbox,domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True
per_roi,301.tiff/default_51,precision_at_10,0.8,0.8,True
per_roi,301.tiff/default_51,precision_at_20,0.9,0.9,True
per_roi,301.tiff/default_51,precision_at_30,0.8666666666666667,0.8666666666666667,True
per_roi,301.tiff/default_51,domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True
per_roi,301.tiff/gray_bbox,precision_at_10,0.8,0.8,True
per_roi,301.tiff/gray_bbox,precision_at_20,0.9,0.9,True
per_roi,301.tiff/gray_bbox,precision_at_30,0.9,0.9,True
per_roi,301.tiff/gray_bbox,domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True
per_roi,301.tiff/hem_bbox,precision_at_10,0.8,0.8,True
per_roi,301.tiff/hem_bbox,precision_at_20,0.85,0.85,True
per_roi,301.tiff/hem_bbox,precision_at_30,0.8666666666666667,0.8666666666666667,True
per_roi,301.tiff/hem_bbox,domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True
per_roi,201.tiff/default_51,precision_at_10,0.4,0.4,True
per_roi,201.tiff/default_51,precision_at_20,0.4,0.4,True
per_roi,201.tiff/default_51,precision_at_30,0.3,0.3,True
per_roi,201.tiff/default_51,domain,canine lung cancer,canine lung cancer,True
per_roi,201.tiff/gray_bbox,precision_at_10,0.4,0.4,True
per_roi,201.tiff/gray_bbox,precision_at_20,0.4,0.4,True
per_roi,201.tiff/gray_bbox,precision_at_30,0.3,0.3,True
per_roi,201.tiff/gray_bbox,domain,canine lung cancer,canine lung cancer,True
per_roi,201.tiff/hem_bbox,precision_at_10,0.4,0.4,True
per_roi,201.tiff/hem_bbox,precision_at_20,0.3,0.3,True
per_roi,201.tiff/hem_bbox,precision_at_30,0.2333333333333333,0.23333333333333334,True
per_roi,201.tiff/hem_bbox,domain,canine lung cancer,canine lung cancer,True
per_roi,233.tiff/default_51,precision_at_10,0.6,0.6,True
per_roi,233.tiff/default_51,precision_at_20,0.4,0.4,True
per_roi,233.tiff/default_51,precision_at_30,0.3,0.3,True
per_roi,233.tiff/default_51,domain,canine lung cancer,canine lung cancer,True
per_roi,233.tiff/gray_bbox,precision_at_10,0.7,0.7,True
