check,label,n,max_abs_diff,passed,n_seeds,n_distinct_ann,pool_size,n_distinct_streams,n_items,caps,min_distance,radius,n_direct,n_filtered,used_radius,expected_radius,mpp,n_cells,n_rois,max_abs_recall_diff,max_abs_ndet_diff
nms_radius,233.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,233.tiff/chromatin_od@r7.5,,,True,,,,,11561.0,"(2000000,)",,,,,,,,,,,
nms_radius,233.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,233.tiff/tm_score@r7.5,,,True,,,,,9926.0,"(2000000,)",,,,,,,,,,,
nms_radius,233.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,233.tiff/chromatin_od@r7.5,,,True,,,,,9926.0,"(2000000,)",,,,,,,,,,,
nms_radius,233.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,233.tiff/tm_score@r7.5,,,True,,,,,8020.0,"(2000000,)",,,,,,,,,,,
nms_radius,233.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,233.tiff/chromatin_od@r7.5,,,True,,,,,8020.0,"(2000000,)",,,,,,,,,,,
nms_radius,233.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,233.tiff/tm_score@r7.5,,,True,,,,,5916.0,"(2000000,)",,,,,,,,,,,
nms_radius,233.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,233.tiff/chromatin_od@r7.5,,,True,,,,,5916.0,"(2000000,)",,,,,,,,,,,
nms_radius,233.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
min_separation,233.tiff/si4/r5.9,21313.0,,True,,,,,,,23.853720883753127,23.774444881889767,,,,,,,,,
no_cap,233.tiff/tm_score@r5.9,,,True,,,,,18859.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/chromatin_od@r5.9,,,True,,,,,18859.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/tm_score@r5.9,,,True,,,,,16158.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/chromatin_od@r5.9,,,True,,,,,16158.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/tm_score@r5.9,,,True,,,,,13558.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/chromatin_od@r5.9,,,True,,,,,13558.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/tm_score@r5.9,,,True,,,,,11233.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/chromatin_od@r5.9,,,True,,,,,11233.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/tm_score@r5.9,,,True,,,,,8794.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/chromatin_od@r5.9,,,True,,,,,8794.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/tm_score@r5.9,,,True,,,,,6305.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/chromatin_od@r5.9,,,True,,,,,6305.0,"(2000000,)",,,,,,,,,,,
min_separation,233.tiff/si4/r5.0,23336.0,,True,,,,,,,20.223748416156685,20.147834645669292,,,,,,,,,
no_cap,233.tiff/tm_score@r5.0,,,True,,,,,20336.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/chromatin_od@r5.0,,,True,,,,,20336.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/tm_score@r5.0,,,True,,,,,17188.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/chromatin_od@r5.0,,,True,,,,,17188.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/tm_score@r5.0,,,True,,,,,14273.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/chromatin_od@r5.0,,,True,,,,,14273.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/tm_score@r5.0,,,True,,,,,11631.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/chromatin_od@r5.0,,,True,,,,,11631.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/tm_score@r5.0,,,True,,,,,8998.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/chromatin_od@r5.0,,,True,,,,,8998.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/tm_score@r5.0,,,True,,,,,6396.0,"(2000000,)",,,,,,,,,,,
no_cap,233.tiff/chromatin_od@r5.0,,,True,,,,,6396.0,"(2000000,)",,,,,,,,,,,
distinct_seeds,245.tiff,,,True,5.0,5.0,,5.0,,,,,,,,,,,,,
no_cap,245.tiff/si0/deep_pool,,,True,,,,,59743.0,"(2000000,)",,,,,,,,,,,
min_separation,245.tiff/si0/r7.5,17566.0,,True,,,,,,,30.23243291566195,30.221751968503938,,,,,,,,,
shortcut,245.tiff/si0/r7.5/z1.0,,,True,,,,,,,,,16990.0,16990.0,,,,,,,
shortcut,245.tiff/si0/r7.5/z3.0,,,True,,,,,,,,,4130.0,4130.0,,,,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,17468.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,17468.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,16990.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,16990.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,15534.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,15534.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,12425.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,12425.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,8109.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,8109.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,4130.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,4130.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
min_separation,245.tiff/si0/r5.9,26643.0,,True,,,,,,,23.853720883753127,23.774444881889767,,,,,,,,,
shortcut,245.tiff/si0/r5.9/z1.0,,,True,,,,,,,,,25393.0,25393.0,,,,,,,
shortcut,245.tiff/si0/r5.9/z3.0,,,True,,,,,,,,,4595.0,4595.0,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,26411.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,26411.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,25393.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,25393.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,22367.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,22367.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,16654.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,16654.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,9824.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,9824.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,4595.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,4595.0,"(2000000,)",,,,,,,,,,,
min_separation,245.tiff/si0/r5.0,38638.0,,True,,,,,,,20.223748416156685,20.147834645669292,,,,,,,,,
shortcut,245.tiff/si0/r5.0/z1.0,,,True,,,,,,,,,36495.0,36495.0,,,,,,,
shortcut,245.tiff/si0/r5.0/z3.0,,,True,,,,,,,,,5236.0,5236.0,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,38272.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,38272.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,36495.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,36495.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,31218.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,31218.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,21930.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,21930.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,12042.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,12042.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,5236.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,5236.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/si1/deep_pool,,,True,,,,,62812.0,"(2000000,)",,,,,,,,,,,
min_separation,245.tiff/si1/r7.5,17164.0,,True,,,,,,,30.23243291566195,30.221751968503938,,,,,,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,17050.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,17050.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,16546.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,16546.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,15049.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,15049.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,12047.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,12047.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,7849.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,7849.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,3855.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,3855.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
min_separation,245.tiff/si1/r5.9,28164.0,,True,,,,,,,23.853720883753127,23.774444881889767,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,27978.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,27978.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,27045.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,27045.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,23978.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,23978.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,17770.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,17770.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,10296.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,10296.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,4484.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,4484.0,"(2000000,)",,,,,,,,,,,
min_separation,245.tiff/si1/r5.0,40880.0,,True,,,,,,,20.223748416156685,20.147834645669292,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,40528.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,40528.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,38876.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,38876.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,33487.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,33487.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,23346.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,23346.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,12376.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,12376.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,5009.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,5009.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/si2/deep_pool,,,True,,,,,60394.0,"(2000000,)",,,,,,,,,,,
min_separation,245.tiff/si2/r7.5,17155.0,,True,,,,,,,30.23243291566195,30.221751968503938,,,,,,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,17072.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,17072.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,16700.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,16700.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,15563.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,15563.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,13034.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,13034.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,9202.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,9202.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,5256.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,5256.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
min_separation,245.tiff/si2/r5.9,27791.0,,True,,,,,,,23.853720883753127,23.774444881889767,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,27657.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,27657.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,26913.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,26913.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,24529.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,24529.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,19495.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,19495.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,12477.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,12477.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,6405.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,6405.0,"(2000000,)",,,,,,,,,,,
min_separation,245.tiff/si2/r5.0,40940.0,,True,,,,,,,20.223748416156685,20.147834645669292,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,40625.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,40625.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,39241.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,39241.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,34902.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,34902.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,26223.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,26223.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,15513.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,15513.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.0,,,True,,,,,7392.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.0,,,True,,,,,7392.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/si3/deep_pool,,,True,,,,,58236.0,"(2000000,)",,,,,,,,,,,
min_separation,245.tiff/si3/r7.5,17243.0,,True,,,,,,,30.23243291566195,30.221751968503938,,,,,,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,17160.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,17160.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,16736.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,16736.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,15322.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,15322.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,12236.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,12236.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,7792.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,7792.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/tm_score@r7.5,,,True,,,,,3673.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/tm_score@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
no_cap,245.tiff/chromatin_od@r7.5,,,True,,,,,3673.0,"(2000000,)",,,,,,,,,,,
nms_radius,245.tiff/chromatin_od@r7.5,,,True,,,,,,,,,,,30.221751968503938,30.221751968503938,0.24816562612969095,,,,
min_separation,245.tiff/si3/r5.9,28865.0,,True,,,,,,,23.853720883753127,23.774444881889767,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,28677.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,28677.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,27786.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,27786.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,24896.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,24896.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,18674.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,18674.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,10530.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,10530.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/tm_score@r5.9,,,True,,,,,4384.0,"(2000000,)",,,,,,,,,,,
no_cap,245.tiff/chromatin_od@r5.9,,,True,,,,,4384.0,"(2000000,)",,,,,,,,,,,
